expenseName,expenseCategory
vacation,Travel
lab test,Health
Provision store,Groceries
Snacks,Food
Grooming,Personal Care
PET CARE,Other
exam fee pay,Education
guided tour,Travel
txn salon,Personal Care
Pharmacy,Health
tea done,Food
udemy,Education
DONATION,Other
PET CARE,Other
upi rapido 372,Transport
Bread,Groceries
flight ticket,Travel
HOTEL BOOKING,Travel
TAX,Other
cooking oil,Groceries
ELECTRICITY BILL,Bills
PETROL,Transport
TRIP,Travel
phonepe train ticket,Transport
upi supplements,Health
Bakery items,Food
DAL,Groceries
netflix,Entertainment
pharmacy,Health
uber rs 1061,Transport
CHECKUP,Health
myntra,Shopping
prime video rs 1850,Entertainment
Salon,Personal Care
GROOMING,Personal Care
skincare rs 2240,Personal Care
gift,Other
water bill,Bills
Home decor,Shopping
phonepe exam fee,Education
phonepe atm withdrawal,Other
Gift items,Shopping
BRUNCH,Food
COKE,Food
Lab test,Health
atm withdrawal,Other
spent insurance premium,Bills
Donation,Other
Myntra,Shopping
paytm online course 341,Education
FACE WASH,Personal Care
BAG,Shopping
paytm flight ticket,Travel
TUITION,Education
gaming currency rs 2714,Entertainment
RENT,Bills
charity done,Other
provision store rs 812,Groceries
fruits txn,Groceries
samosa,Food
txn cosmetics,Personal Care
LAPTOP,Shopping
flight ticket,Travel
phonepe pen/paper 1739,Education
stationery rs 705,Shopping
phonepe watch 129,Shopping
gpay donation,Other
FLIPKART ORDER,Shopping
paytm amazon order,Shopping
exam fee,Education
BIRYANI,Food
payment game,Entertainment
TEA,Food
maintenance fee,Bills
Supplements,Health
gpay masala,Groceries
Supermarket,Groceries
INTERNET BILL,Bills
cooking oil,Groceries
gpay travel insurance,Travel
Interest payment,Other
Hospital,Health
paytm travel insurance,Travel
bus ticket,Transport
fruits rs 1232,Groceries
gpay trip,Travel
upi samosa,Food
PET CARE,Other
UDEMY,Education
salon rs 2916,Personal Care
gpay flipkart order,Shopping
spent bag,Shopping
GADGETS,Shopping
car service,Transport
Insurance premium,Bills
clothes rs 93,Shopping
supplements,Health
gpay mobile recharge 326,Bills
POSTPAID BILL,Bills
txn hotel booking,Travel
bike service,Transport
guided tour,Travel
misc expense,Other
Youtube premium,Entertainment
RESORT,Travel
txn trip,Travel
gpay coke,Food
gpay dinner 563,Food
gpay souvenirs,Travel
CLUB ENTRY,Entertainment
Cinema,Entertainment
perfume,Personal Care
HOSPITAL,Health
checkup rs 2304,Health
Book purchase,Entertainment
Gift,Other
ola txn,Transport
Club entry,Entertainment
perfume,Personal Care
gpay monthly pass,Transport
INSURANCE PREMIUM,Bills
RENT,Bills
SPA,Personal Care
upi gas cylinder,Bills
college fee,Education
paytm online course,Education
Tuition,Education
upi clothes,Shopping
headphones,Shopping
fuel pay,Transport
upi game 1979,Entertainment
gpay youtube premium,Entertainment
spent shoes,Shopping
gpay laptop 1099,Shopping
gpay scan 626,Health
Parotta,Food
electricity bill,Bills
Udemy,Education
Game,Entertainment
spa rs 1111,Personal Care
provision store pay,Groceries
college fee,Education
PERFUME,Shopping
Gift,Other
souvenirs,Travel
gpay certification 822,Education
bakery items done,Food
gym membership,Health
dal rs 157,Groceries
concert rs 2826,Entertainment
pen/paper,Education
cinema,Entertainment
face wash,Personal Care
parotta,Food
Electricity bill,Bills
flight ticket,Travel
Masala,Groceries
Gift,Other
grooming,Personal Care
postpaid bill rs 1991,Bills
salon rs 68,Personal Care
VEGETABLES,Groceries
Detergent,Groceries
HAIRCUT,Personal Care
paytm travel insurance,Travel
Grooming,Personal Care
club entry,Entertainment
Clothes,Shopping
hotel booking rs 2006,Travel
DINNER,Food
TRAIN TICKET,Transport
TEA,Food
supplements,Health
Grooming,Personal Care
grooming,Personal Care
txn amazon order,Shopping
COOKING OIL,Groceries
gpay pharmacy,Health
gym membership done,Health
TOLL,Transport
bread,Groceries
COURSE FEE,Education
Tuition,Education
Homestay,Travel
NETFLIX,Entertainment
Club entry,Entertainment
Rice,Groceries
SALON,Personal Care
Books,Education
udemy,Education
DINNER,Food
Resort,Travel
checkup pay,Health
game,Entertainment
Vegetables,Groceries
MONTHLY PASS,Transport
BANK CHARGES,Other
Lunch,Food
Homestay,Travel
souvenirs txn,Travel
provision store,Groceries
cafe latte,Food
SHAVING KIT,Personal Care
Shoes,Shopping
Burger,Food
Shoes,Shopping
vacation pay,Travel
gpay coke,Food
gpay vegetables 955,Groceries
masala pay,Groceries
Perfume,Shopping
interest payment,Other
UDEMY,Education
RICE,Groceries
phonepe fruits,Groceries
DTH RECHARGE,Bills
game rs 1163,Entertainment
rice,Groceries
club entry rs 1356,Entertainment
PHARMACY,Health
DTH RECHARGE,Bills
gift txn,Other
provision store,Groceries
gadgets,Shopping
pharmacy,Health
gadgets,Shopping
Skincare,Personal Care
Parking,Transport
Gaming currency,Entertainment
INTEREST PAYMENT,Other
skincare rs 2163,Personal Care
Bank charges,Other
Lab test,Health
gaming currency,Entertainment
upi bread 916,Groceries
spent haircut,Personal Care
upi cosmetics,Personal Care
amazon order pay,Shopping
auto fare rs 1574,Transport
Momos,Food
payment biryani,Food
gpay energy drink,Food
donation rs 2485,Other
Online course,Education
face wash,Personal Care
Chicken rice,Food
youtube premium rs 2293,Entertainment
insurance premium,Bills
GUIDED TOUR,Travel
fuel,Transport
Haircut,Personal Care
toothpaste,Groceries
HOMESTAY,Travel
Auto fare,Transport
travel insurance txn,Travel
gym membership,Health
Wifi bill,Bills
car service,Transport
upi hospital,Health
gpay postpaid bill,Bills
Pharmacy,Health
pharmacy done,Health
spent shaving kit,Personal Care
sandwich,Food
Skincare,Personal Care
phonepe theme park 214,Entertainment
TOLL,Transport
BIRYANI,Food
perfume,Personal Care
internet bill,Bills
Mobile recharge,Bills
Trip,Travel
certification,Education
home decor rs 260,Shopping
train ticket rs 639,Transport
Shaving kit,Personal Care
event ticket,Entertainment
FRUITS,Groceries
dinner,Food
Myntra,Shopping
course fee,Education
txn guided tour,Travel
Souvenirs,Travel
diesel,Transport
Supplements,Health
EXAM FEE,Education
Monthly pass,Transport
phonepe spotify,Entertainment
lunch,Food
donation,Other
txn detergent,Groceries
Spotify,Entertainment
Shoes,Shopping
FLIGHT TICKET,Travel
event ticket,Entertainment
Electricity bill,Bills
coursera rs 2839,Education
GIFT ITEMS,Shopping
shoes pay,Shopping
Soap,Groceries
Postpaid bill,Bills
GADGETS,Shopping
Charity,Other
monthly pass,Transport
Bike taxi,Transport
PEN/PAPER,Education
TRIP,Travel
Mobile recharge,Bills
GAME,Entertainment
PARKING,Transport
HOSPITAL,Health
Watch,Shopping
txn certification,Education
Masala,Groceries
Dth recharge,Bills
MONTHLY PASS,Transport
vacation,Travel
paytm cosmetics 1942,Personal Care
grooming txn,Personal Care
concert,Entertainment
supplements,Health
course fee txn,Education
Misc expense,Other
PRIME VIDEO,Entertainment
upi flight ticket,Travel
kitchenware pay,Shopping
Ev charging,Transport
RESORT,Travel
AUTO,Transport
SCAN,Health
RENT,Bills
upi donation,Other
txn college fee,Education
resort,Travel
toothpaste,Groceries
coursera rs 144,Education
Homestay,Travel
paytm udemy,Education
RICE,Groceries
Lab test,Health
coke pay,Food
txn guided tour,Travel
Gift items,Shopping
Cafe latte,Food
Monthly pass,Transport
FLIGHT TICKET,Travel
spent books,Education
Water bill,Bills
CAB RIDE,Transport
Resort,Travel
OLA,Transport
tea,Food
Internet bill,Bills
FACE WASH,Personal Care
spent shawarma,Food
course fee,Education
guided tour,Travel
spent bike service,Transport
myntra,Shopping
TOLL,Transport
SNACKS,Food
OLA,Transport
FIRST AID,Health
udemy rs 2717,Education
TRAVEL INSURANCE,Travel
sandwich,Food
MOBILE RECHARGE,Bills
tuition,Education
shaving kit,Personal Care
movie ticket,Entertainment
TAX,Other
PROVISION STORE,Groceries
tuition,Education
GIFT,Other
payment watch,Shopping
Coursera,Education
GAMING CURRENCY,Entertainment
First aid,Health
gpay certification 1944,Education
milk,Groceries
DINNER,Food
cab ride,Transport
SHOES,Shopping
COSMETICS,Personal Care
spent insurance premium,Bills
TRAIN TICKET,Transport
HOMESTAY,Travel
gpay tax 372,Other
FRUITS,Groceries
FLIGHT TICKET,Travel
AUTO FARE,Transport
game,Entertainment
paytm spotify,Entertainment
paytm cosmetics,Personal Care
Medicine,Health
laptop pay,Shopping
supermarket,Groceries
spent cosmetics,Personal Care
interest payment,Other
Hotel booking,Travel
gpay toothpaste 1678,Groceries
YOUTUBE PREMIUM,Entertainment
shaving kit,Personal Care
GAMING CURRENCY,Entertainment
gpay prime video,Entertainment
POSTPAID BILL,Bills
charity,Other
moisturizer rs 1674,Personal Care
ONLINE COURSE,Education
Gift,Other
gaming currency,Entertainment
YOGA CLASS,Health
perfume done,Personal Care
paid charity,Other
hotel booking rs 1727,Travel
PERFUME,Shopping
atm withdrawal,Other
INTERNET BILL,Bills
paytm maintenance fee 1228,Bills
Fruits,Groceries
EXAM FEE,Education
paytm gift items,Shopping
DOCTOR VISIT,Health
paytm laptop,Shopping
electronics done,Shopping
amazon order,Shopping
Cake,Food
train ticket,Transport
HAIRCUT,Personal Care
txn watch,Shopping
gas cylinder,Bills
DAL,Groceries
Petrol,Transport
Pharmacy,Health
pet care pay,Other
dal,Groceries
dth recharge,Bills
FLIGHT TICKET,Travel
WATER BILL,Bills
bike service pay,Transport
prime video pay,Entertainment
paytm internet bill 272,Bills
First aid,Health
COSMETICS,Personal Care
GROOMING,Personal Care
scan pay,Health
TAX,Other
lunch,Food
YOGA CLASS,Health
Homestay,Travel
COOKING OIL,Groceries
paid rent,Bills
SUPPLEMENTS,Health
online course done,Education
COSMETICS,Personal Care
BANK CHARGES,Other
LAB TEST,Health
SKINCARE,Personal Care
BOOKS,Education
GYM MEMBERSHIP,Health
Doctor visit,Health
GIFT ITEMS,Shopping
gpay chicken rice 824,Food
SOAP,Groceries
payment ev charging,Transport
paid souvenirs,Travel
paytm kitchenware 1935,Shopping
gpay tuition,Education
charity rs 1848,Other
netflix,Entertainment
upi mobile recharge,Bills
paytm lunch,Food
MOVIE TICKET,Entertainment
vacation rs 2716,Travel
exam fee,Education
gpay theme park,Entertainment
GADGETS,Shopping
interest payment rs 2326,Other
upi dal 1460,Groceries
travel insurance,Travel
LAB TEST,Health
Fastag recharge,Transport
phonepe cab ride 221,Transport
phonepe coursera,Education
CERTIFICATION,Education
Shoes,Shopping
books rs 1266,Education
bread,Groceries
DAL,Groceries
haircut txn,Personal Care
Certification,Education
pen/paper,Education
HOMESTAY,Travel
paid movie ticket,Entertainment
certification rs 2412,Education
perfume,Personal Care
SHAVING KIT,Personal Care
guided tour,Travel
TOLL,Transport
payment gaming currency,Entertainment
Pharmacy,Health
tea,Food
Wifi bill,Bills
BOOK PURCHASE,Entertainment
ELECTRONICS,Shopping
paid samosa,Food
Souvenirs,Travel
soap,Groceries
Club entry,Entertainment
wifi bill,Bills
SHOES,Shopping
phonepe mobile recharge,Bills
COSMETICS,Personal Care
BREAD,Groceries
Doctor visit,Health
INSURANCE PREMIUM,Bills
course fee,Education
perfume rs 2379,Shopping
paytm grooming,Personal Care
atm withdrawal,Other
BREAD,Groceries
auto fare rs 2571,Transport
ONLINE COURSE,Education
mobile,Shopping
Mobile recharge,Bills
Tax,Other
INTERNET BILL,Bills
Uber,Transport
KITCHENWARE,Shopping
doctor visit,Health
misc expense,Other
VACATION,Travel
spent souvenirs,Travel
bike taxi pay,Transport
flight ticket txn,Travel
skincare,Personal Care
MOBILE,Shopping
PET CARE,Other
watch rs 1804,Shopping
DAL,Groceries
phonepe medicine,Health
COURSE FEE,Education
SAMOSA,Food
laptop,Shopping
Perfume,Shopping
pharmacy,Health
GIFT ITEMS,Shopping
insurance premium,Bills
ATM WITHDRAWAL,Other
maintenance fee rs 2940,Bills
exam fee,Education
Parking,Transport
myntra rs 2592,Shopping
insurance premium txn,Bills
SANDWICH,Food
FRUITS,Groceries
Shampoo,Groceries
Event ticket,Entertainment
PHARMACY,Health
salon,Personal Care
Grocery items,Groceries
provision store,Groceries
Shaving kit,Personal Care
payment online course,Education
Internet bill,Bills
metro ticket,Transport
FLIGHT TICKET,Travel
uber,Transport
skincare pay,Personal Care
cafe latte,Food
Skincare,Personal Care
soap txn,Groceries
donation rs 558,Other
netflix,Entertainment
CHECKUP,Health
hotel booking,Travel
toothpaste,Groceries
spent perfume,Personal Care
Rice,Groceries
paytm scan 1582,Health
tuition,Education
SALAD,Food
gpay gift,Other
Books,Education
phonepe perfume 1374,Shopping
ONLINE COURSE,Education
juice,Food
NETFLIX,Entertainment
Online course,Education
Home decor,Shopping
spotify txn,Entertainment
udemy,Education
Course fee,Education
FACE WASH,Personal Care
upi misc expense,Other
paytm detergent 1694,Groceries
Car service,Transport
Exam fee,Education
mobile recharge,Bills
supplements,Health
gpay certification 996,Education
upi parotta 1799,Food
exam fee rs 591,Education
charity,Other
Trip,Travel
resort,Travel
gas cylinder,Bills
upi salon,Personal Care
Certification,Education
Netflix,Entertainment
gpay veg rice 1685,Food
coursera,Education
txn theme park,Entertainment
skincare,Personal Care
gpay water bill 1508,Bills
gas cylinder,Bills
MOVIE TICKET,Entertainment
HAIRCUT,Personal Care
insurance premium,Bills
certification,Education
gpay charity,Other
AMAZON ORDER,Shopping
Pet care,Other
PHARMACY,Health
phonepe guided tour 1577,Travel
Auto fare,Transport
SOUVENIRS,Travel
Watch,Shopping
Rapido,Transport
gpay charity,Other
hotel booking done,Travel
event ticket,Entertainment
Dosa,Food
COSMETICS,Personal Care
Movie ticket,Entertainment
SNACKS,Food
Bike taxi,Transport
INTERNET BILL,Bills
Grocery items,Groceries
perfume rs 2491,Shopping
cinema rs 2677,Entertainment
YOUTUBE PREMIUM,Entertainment
Coursera,Education
txn charity,Other
internet bill,Bills
Cosmetics,Personal Care
udemy,Education
supermarket rs 995,Groceries
FUEL,Transport
grocery items rs 2025,Groceries
Misc expense,Other
course fee,Education
txn atm withdrawal,Other
phonepe wifi bill,Bills
paytm moisturizer,Personal Care
tax,Other
Theme park,Entertainment
paytm resort,Travel
supplements txn,Health
gift,Other
haircut,Personal Care
gym membership,Health
UBER,Transport
medicine,Health
prime video,Entertainment
TAX,Other
payment online course,Education
Wifi bill,Bills
FASTAG RECHARGE,Transport
Gift items,Shopping
book purchase,Entertainment
upi resort,Travel
toll,Transport
phonepe bike taxi 1926,Transport
COKE,Food
WATCH,Shopping
paytm home decor 1195,Shopping
COLLEGE FEE,Education
DONATION,Other
Shampoo,Groceries
BANK CHARGES,Other
SCAN,Health
Vacation,Travel
tax rs 469,Other
SHOES,Shopping
PET CARE,Other
travel insurance pay,Travel
ola pay,Transport
hospital,Health
upi watch,Shopping
Misc expense,Other
Haircut,Personal Care
MYNTRA,Shopping
COFFEE,Food
spent bike service,Transport
payment auto fare,Transport
SUPPLEMENTS,Health
atm withdrawal rs 2287,Other
Electronics,Shopping
TOLL,Transport
Salon,Personal Care
paid uber,Transport
perfume,Personal Care
UBER,Transport
donation,Other
fastag recharge txn,Transport
hospital,Health
txn diesel,Transport
BRUNCH,Food
PEN/PAPER,Education
VACATION,Travel
paid donation,Other
upi first aid,Health
Shoes,Shopping
Flipkart order,Shopping
Skincare,Personal Care
Supplements,Health
COURSERA,Education
exam fee txn,Education
paytm netflix,Entertainment
petrol,Transport
Grocery items,Groceries
Travel insurance,Travel
phonepe postpaid bill,Bills
spent face wash,Personal Care
souvenirs done,Travel
gpay interest payment 833,Other
Course fee,Education
PIZZA,Food
face wash rs 2610,Personal Care
BAG,Shopping
Donation,Other
coursera rs 806,Education
gpay online course 443,Education
supermarket done,Groceries
spent idly,Food
Home decor,Shopping
TEA,Food
upi subscription,Entertainment
phonepe course fee,Education
Lunch,Food
coursera,Education
Train ticket,Transport
spa,Personal Care
Train ticket,Transport
Lab test,Health
provision store,Groceries
YOUTUBE PREMIUM,Entertainment
spent dosa,Food
lunch,Food
face wash,Personal Care
Youtube premium,Entertainment
PERFUME,Personal Care
shampoo,Groceries
salad,Food
Energy drink,Food
SUBSCRIPTION,Entertainment
FLIGHT TICKET,Travel
masala,Groceries
Flipkart order,Shopping
paid resort,Travel
rapido,Transport
Checkup,Health
SALON,Personal Care
MYNTRA,Shopping
rent,Bills
trip,Travel
txn dal,Groceries
wifi bill,Bills
Auto fare,Transport
THEME PARK,Entertainment
netflix,Entertainment
Bank charges,Other
pharmacy,Health
Wifi bill,Bills
Watch,Shopping
rent rs 1487,Bills
DOCTOR VISIT,Health
grooming,Personal Care
lab test pay,Health
auto fare,Transport
gpay homestay,Travel
gaming currency pay,Entertainment
UDEMY,Education
EXAM FEE,Education
BREAKFAST,Food
souvenirs,Travel
subscription,Entertainment
gift,Other
SKINCARE,Personal Care
txn bike service,Transport
online course,Education
VEGETABLES,Groceries
txn fastag recharge,Transport
gpay course fee 344,Education
Brunch,Food
Course fee,Education
CHARITY,Other
Charity,Other
YOGA CLASS,Health
Donation,Other
FLIGHT TICKET,Travel
payment college fee,Education
Homestay,Travel
GROOMING,Personal Care
kitchenware txn,Shopping
MASALA,Groceries
DONATION,Other
samosa rs 2094,Food
CHICKEN RICE,Food
Travel insurance,Travel
Homestay,Travel
Mobile,Shopping
ola,Transport
SANDWICH,Food
CAB RIDE,Transport
SOUVENIRS,Travel
Diesel,Transport
PROVISION STORE,Groceries
yoga class,Health
upi cinema 1022,Entertainment
Coffee,Food
paytm doctor visit 1410,Health
Pen/paper,Education
THEME PARK,Entertainment
Chicken rice,Food
game,Entertainment
paytm shaving kit 1612,Personal Care
flight ticket,Travel
gpay flight ticket,Travel
dental care,Health
chicken rice,Food
HOTEL BOOKING,Travel
PERFUME,Shopping
course fee,Education
rent,Bills
dth recharge,Bills
Donation,Other
travel insurance rs 1335,Travel
charity,Other
VACATION,Travel
gas cylinder txn,Bills
FIRST AID,Health
Dinner,Food
INTEREST PAYMENT,Other
FLIGHT TICKET,Travel
paytm kitchenware,Shopping
CHARITY,Other
prime video,Entertainment
PRIME VIDEO,Entertainment
PEN/PAPER,Education
bread,Groceries
LAB TEST,Health
dth recharge,Bills
Flight ticket,Travel
SHOES,Shopping
moisturizer rs 1821,Personal Care
paid travel insurance,Travel
Face wash,Personal Care
DOCTOR VISIT,Health
SKINCARE,Personal Care
skincare rs 1563,Personal Care
exam fee,Education
RAPIDO,Transport
gpay medicine,Health
hospital txn,Health
hotel booking,Travel
SALAD,Food
Moisturizer,Personal Care
milk rs 1341,Groceries
SKINCARE,Personal Care
Wifi bill,Bills
Hotel booking,Travel
petrol,Transport
masala,Groceries
insurance premium,Bills
Skincare,Personal Care
UDEMY,Education
vacation rs 2354,Travel
PARKING,Transport
FIRST AID,Health
atm withdrawal rs 509,Other
BREAD,Groceries
POSTPAID BILL,Bills
upi gift,Other
supermarket,Groceries
Misc expense,Other
Amazon order,Shopping
rice,Groceries
misc expense txn,Other
Udemy,Education
paytm pen/paper 691,Education
TAX,Other
paid internet bill,Bills
Shampoo,Groceries
CHECKUP,Health
supermarket,Groceries
SOAP,Groceries
charity,Other
stationery pay,Shopping
milk rs 1268,Groceries
Misc expense,Other
Salon,Personal Care
PET CARE,Other
gpay online course 1929,Education
youtube premium,Entertainment
detergent,Groceries
MOVIE TICKET,Entertainment
bank charges,Other
RESORT,Travel
BREAKFAST,Food
payment laptop,Shopping
SPOTIFY,Entertainment
shoes,Shopping
wifi bill,Bills
Coursera,Education
uber,Transport
spa,Personal Care
COURSE FEE,Education
upi interest payment,Other
udemy,Education
book purchase rs 662,Entertainment
Checkup,Health
LUNCH,Food
SPOTIFY,Entertainment
AMAZON ORDER,Shopping
Haircut,Personal Care
EXAM FEE,Education
medicine,Health
WIFI BILL,Bills
Insurance premium,Bills
HAIRCUT,Personal Care
Kitchenware,Shopping
masala done,Groceries
soap,Groceries
FIRST AID,Health
Dth recharge,Bills
Event ticket,Entertainment
Milkshake,Food
Gas cylinder,Bills
home decor,Shopping
hospital,Health
maintenance fee rs 495,Bills
Bakery items,Food
upi concert,Entertainment
perfume done,Personal Care
RICE,Groceries
FLIPKART ORDER,Shopping
Breakfast,Food
SANDWICH,Food
Vacation,Travel
Auto fare,Transport
headphones,Shopping
charity rs 2678,Other
payment pen/paper,Education
haircut done,Personal Care
BRUNCH,Food
Chicken rice,Food
PRIME VIDEO,Entertainment
Event ticket,Entertainment
haircut,Personal Care
fried rice,Food
souvenirs pay,Travel
TRAIN TICKET,Transport
upi moisturizer 422,Personal Care
gaming currency,Entertainment
txn grooming,Personal Care
toothpaste rs 1500,Groceries
CHECKUP,Health
HAIRCUT,Personal Care
Haircut,Personal Care
Cake,Food
POSTPAID BILL,Bills
txn shampoo,Groceries
Rent,Bills
Provision store,Groceries
gpay souvenirs 440,Travel
Flight ticket,Travel
BANK CHARGES,Other
pet care rs 2157,Other
spa,Personal Care
Grocery items,Groceries
Amazon order,Shopping
Course fee,Education
supermarket,Groceries
cooking oil,Groceries
Pen/paper,Education
payment hotel booking,Travel
Cosmetics,Personal Care
STREET FOOD,Food
gift,Other
charity,Other
auto fare,Transport
gpay rent,Bills
supplements,Health
txn bakery items,Food
dosa,Food
milk,Groceries
AUTO,Transport
Vegetables,Groceries
Laptop,Shopping
SKINCARE,Personal Care
Headphones,Shopping
paid interest payment,Other
Donation,Other
spent atm withdrawal,Other
fruits done,Groceries
PET CARE,Other
ELECTRICITY BILL,Bills
Course fee,Education
Momos,Food
first aid,Health
spent hotel booking,Travel
atm withdrawal txn,Other
PETROL,Transport
METRO TICKET,Transport
trip,Travel
grocery items,Groceries
STATIONERY,Shopping
tax done,Other
flight ticket,Travel
insurance premium,Bills
Headphones,Shopping
moisturizer,Personal Care
Pharmacy,Health
misc expense,Other
guided tour,Travel
electronics,Shopping
MEDICINE,Health
Shaving kit,Personal Care
INSURANCE PREMIUM,Bills
EXAM FEE,Education
online course,Education
lab test,Health
RICE,Groceries
Moisturizer,Personal Care
Trip,Travel
UDEMY,Education
gpay perfume,Personal Care
guided tour,Travel
souvenirs pay,Travel
Salon,Personal Care
laptop,Shopping
Parking,Transport
yoga class,Health
Cinema,Entertainment
TRIP,Travel
Brunch,Food
spent gift,Other
THEME PARK,Entertainment
guided tour,Travel
Flight ticket,Travel
ice cream,Food
fuel,Transport
Internet bill,Bills
PET CARE,Other
phonepe rice,Groceries
HEADPHONES,Shopping
Homestay,Travel
Flipkart order,Shopping
vacation,Travel
paytm event ticket,Entertainment
payment tax,Other
payment electricity bill,Bills
SUPPLEMENTS,Health
Event ticket,Entertainment
INTEREST PAYMENT,Other
pharmacy,Health
Street food,Food
MEDICINE,Health
Tax,Other
bike service,Transport
toothpaste,Groceries
LAB TEST,Health
DAL,Groceries
watch,Shopping
gpay souvenirs,Travel
momos txn,Food
TAX,Other
DONATION,Other
SALAD,Food
masala,Groceries
RAPIDO,Transport
trip,Travel
spent dental care,Health
Lab test,Health
Snacks,Food
Spotify,Entertainment
Doctor visit,Health
auto fare,Transport
lab test,Health
Dental care,Health
gpay grocery items,Groceries
CHARITY,Other
Udemy,Education
paytm spa,Personal Care
Udemy,Education
SHAVING KIT,Personal Care
cinema txn,Entertainment
SPA,Personal Care
Water bill,Bills
paytm pharmacy 1110,Health
INTERNET BILL,Bills
cake,Food
haircut rs 616,Personal Care
flipkart order,Shopping
upi book purchase,Entertainment
Salon,Personal Care
Interest payment,Other
trip pay,Travel
Gas cylinder,Bills
GYM MEMBERSHIP,Health
GUIDED TOUR,Travel
gift,Other
postpaid bill pay,Bills
INTEREST PAYMENT,Other
upi car service 1555,Transport
guided tour,Travel
Cab ride,Transport
Game,Entertainment
tuition rs 2861,Education
GADGETS,Shopping
Myntra,Shopping
Vacation,Travel
moisturizer txn,Personal Care
SKINCARE,Personal Care
resort,Travel
bag,Shopping
spent haircut,Personal Care
Perfume,Personal Care
GAME,Entertainment
COURSERA,Education
LAB TEST,Health
RICE,Groceries
gadgets,Shopping
skincare,Personal Care
moisturizer,Personal Care
SPA,Personal Care
CINEMA,Entertainment
atm withdrawal,Other
online course,Education
Game,Entertainment
hotel booking,Travel
Event ticket,Entertainment
Bike taxi,Transport
ola pay,Transport
DETERGENT,Groceries
Grocery items,Groceries
TRAVEL INSURANCE,Travel
SOUVENIRS,Travel
UDEMY,Education
Flight ticket,Travel
face wash,Personal Care
samosa,Food
Provision store,Groceries
train ticket,Transport
hotel booking done,Travel
ELECTRICITY BILL,Bills
masala,Groceries
txn gadgets,Shopping
Flight ticket,Travel
SKINCARE,Personal Care
upi spotify,Entertainment
COLLEGE FEE,Education
Bank charges,Other
AUTO,Transport
paytm concert 201,Entertainment
theme park,Entertainment
Grooming,Personal Care
BANK CHARGES,Other
upi game,Entertainment
tea,Food
Cab ride,Transport
club entry,Entertainment
gpay pet care,Other
Prime video,Entertainment
Bank charges,Other
gpay shaving kit,Personal Care
cinema,Entertainment
rice rs 2004,Groceries
gpay moisturizer 1836,Personal Care
Headphones,Shopping
INTERNET BILL,Bills
rice,Groceries
SOUVENIRS,Travel
masala rs 1766,Groceries
Toll,Transport
Watch,Shopping
RENT,Bills
insurance premium,Bills
homestay pay,Travel
cafe latte rs 2255,Food
course fee,Education
TOOTHPASTE,Groceries
Stationery,Shopping
Bread,Groceries
gpay gift 1364,Other
CHARITY,Other
FUEL,Transport
gpay vacation,Travel
DTH RECHARGE,Bills
haircut pay,Personal Care
Home decor,Shopping
mobile recharge,Bills
PHARMACY,Health
souvenirs done,Travel
shawarma,Food
college fee,Education
bank charges,Other
Atm withdrawal,Other
Electricity bill,Bills
upi electricity bill 483,Bills
Salon,Personal Care
spent momos,Food
skincare rs 1479,Personal Care
FLIGHT TICKET,Travel
GROOMING,Personal Care
Prime video,Entertainment
TUITION,Education
perfume txn,Personal Care
paid detergent,Groceries
FUEL,Transport
Skincare,Personal Care
Cinema,Entertainment
water bill,Bills
upi guided tour,Travel
Homestay,Travel
Spa,Personal Care
Guided tour,Travel
sandwich done,Food
provision store rs 1017,Groceries
upi hotel booking,Travel
Salon,Personal Care
upi exam fee,Education
postpaid bill,Bills
txn ice cream,Food
Skincare,Personal Care
Perfume,Shopping
pharmacy,Health
Misc expense,Other
Postpaid bill,Bills
Clothes,Shopping
PHARMACY,Health
Perfume,Personal Care
HOTEL BOOKING,Travel
skincare txn,Personal Care
atm withdrawal,Other
gpay moisturizer,Personal Care
HEADPHONES,Shopping
Books,Education
SPA,Personal Care
monthly pass pay,Transport
tea rs 2376,Food
Trip,Travel
upi exam fee 1331,Education
subscription,Entertainment
Pen/paper,Education
gpay netflix,Entertainment
gpay electricity bill 1951,Bills
stationery,Shopping
course fee pay,Education
MOMOS,Food
phonepe salad 1744,Food
spent travel insurance,Travel
Dal,Groceries
Toothpaste,Groceries
Medicine,Health
PEN/PAPER,Education
concert txn,Entertainment
AMAZON ORDER,Shopping
ELECTRICITY BILL,Bills
masala,Groceries
Moisturizer,Personal Care
SUPERMARKET,Groceries
Bread,Groceries
phonepe cosmetics,Personal Care
fuel,Transport
Amazon order,Shopping
WIFI BILL,Bills
SOAP,Groceries
TOOTHPASTE,Groceries
maintenance fee,Bills
PERFUME,Shopping
first aid txn,Health
pizza,Food
Water bill,Bills
COSMETICS,Personal Care
soap,Groceries
phonepe bike taxi,Transport
paid insurance premium,Bills
EXAM FEE,Education
milk,Groceries
dental care,Health
lab test rs 731,Health
BREAD,Groceries
coffee,Food
DOSA,Food
STREET FOOD,Food
mobile rs 303,Shopping
shaving kit,Personal Care
spent book purchase,Entertainment
Souvenirs,Travel
BANK CHARGES,Other
insurance premium pay,Bills
Wifi bill,Bills
GROOMING,Personal Care
Pharmacy,Health
DAL,Groceries
maintenance fee,Bills
phonepe maintenance fee,Bills
gpay watch,Shopping
txn gift,Other
medicine,Health
upi books 1881,Education
atm withdrawal,Other
Wifi bill,Bills
Bus ticket,Transport
DONATION,Other
paid home decor,Shopping
