expenseName,expenseCategory
Credit card EMI installment,EMI
SIP investment in mutual fund,Investment
HDFC home loan EMI,EMI
Myntra clothing order,Shopping
Personal loan EMI deduction,EMI
IndiGo flight ticket,Travel
Personal loan EMI deduction,EMI
Grocery purchase at Big Bazaar,Food
Petrol pump fuel payment,Travel
Credit card EMI installment,EMI
Amazon online shopping,Shopping
IndiGo flight ticket,Travel
Grocery purchase at Big Bazaar,Food
Ola cab fare,Travel
Personal loan EMI deduction,EMI
Dominos pizza order,Food
HDFC home loan EMI,EMI
PPF contribution,Investment
MakeMyTrip hotel booking,Travel
Zomato dinner bill,Food
IKEA furniture shopping,Shopping
Amazon online shopping,Shopping
Uber ride payment,Travel
Petrol pump fuel payment,Travel
IKEA furniture shopping,Shopping
HDFC home loan EMI,EMI
Reliance Digital purchase,Shopping
Ola cab fare,Travel
Flipkart electronics purchase,Shopping
Petrol pump fuel payment,Travel
SBI car loan EMI,EMI
Credit card EMI installment,EMI
Zomato dinner bill,Food
Uber ride payment,Travel
IKEA furniture shopping,Shopping
Petrol pump fuel payment,Travel
Fixed deposit investment,Investment
IKEA furniture shopping,Shopping
Cafe coffee purchase at,Food
IKEA furniture shopping,Shopping
Fixed deposit investment,Investment
Dominos pizza order,Food
RedBus bus ticket,Travel
Groww ETF investment,Investment
Amazon online shopping,Shopping
Credit card EMI installment,EMI
Restaurant dining at,Food
Reliance Digital purchase,Shopping
Dominos pizza order,Food
Grocery purchase at Big Bazaar,Food
Amazon online shopping,Shopping
MakeMyTrip hotel booking,Travel
Groww ETF investment,Investment
Fixed deposit investment,Investment
Reliance Digital purchase,Shopping
Myntra clothing order,Shopping
Zerodha stock purchase,Investment
Reliance Digital purchase,Shopping
IKEA furniture shopping,Shopping
Personal loan EMI deduction,EMI
Zerodha stock purchase,Investment
Dominos pizza order,Food
Uber ride payment,Travel
Groww ETF investment,Investment
Amazon online shopping,Shopping
McDonald's meal payment,Food
IndiGo flight ticket,Travel
SIP investment in mutual fund,Investment
IRCTC train ticket booking,Travel
Dominos pizza order,Food
Fixed deposit investment,Investment
Personal loan EMI deduction,EMI
MakeMyTrip hotel booking,Travel
Zomato dinner bill,Food
Myntra clothing order,Shopping
IKEA furniture shopping,Shopping
Petrol pump fuel payment,Travel
Restaurant dining at,Food
Zomato dinner bill,Food
Credit card EMI installment,EMI
PPF contribution,Investment
Amazon online shopping,Shopping
Swiggy order payment,Food
IKEA furniture shopping,Shopping
SBI car loan EMI,EMI
IndiGo flight ticket,Travel
Amazon online shopping,Shopping
Fixed deposit investment,Investment
Grocery purchase at Big Bazaar,Food
McDonald's meal payment,Food
Personal loan EMI deduction,EMI
Myntra clothing order,Shopping
Fixed deposit investment,Investment
RedBus bus ticket,Travel
PPF contribution,Investment
Cafe coffee purchase at,Food
Cafe coffee purchase at,Food
MakeMyTrip hotel booking,Travel
Credit card EMI installment,EMI
IKEA furniture shopping,Shopping
SBI car loan EMI,EMI
Groww ETF investment,Investment
IndiGo flight ticket,Travel
Petrol pump fuel payment,Travel
IndiGo flight ticket,Travel
MakeMyTrip hotel booking,Travel
SBI car loan EMI,EMI
RedBus bus ticket,Travel
RedBus bus ticket,Travel
Dominos pizza order,Food
Fixed deposit investment,Investment
Amazon online shopping,Shopping
Personal loan EMI deduction,EMI
Myntra clothing order,Shopping
Myntra clothing order,Shopping
Flipkart electronics purchase,Shopping
PPF contribution,Investment
Grocery purchase at Big Bazaar,Food
IndiGo flight ticket,Travel
Reliance Digital purchase,Shopping
Swiggy order payment,Food
Fixed deposit investment,Investment
Personal loan EMI deduction,EMI
Petrol pump fuel payment,Travel
Credit card EMI installment,EMI
Bajaj Finserv EMI payment,EMI
Zerodha stock purchase,Investment
Bajaj Finserv EMI payment,EMI
Credit card EMI installment,EMI
Petrol pump fuel payment,Travel
Dominos pizza order,Food
Petrol pump fuel payment,Travel
Zerodha stock purchase,Investment
IndiGo flight ticket,Travel
IndiGo flight ticket,Travel
IKEA furniture shopping,Shopping
Groww ETF investment,Investment
Amazon online shopping,Shopping
Uber ride payment,Travel
Credit card EMI installment,EMI
Cafe coffee purchase at,Food
Bajaj Finserv EMI payment,EMI
Myntra clothing order,Shopping
SIP investment in mutual fund,Investment
Flipkart electronics purchase,Shopping
Flipkart electronics purchase,Shopping
Bajaj Finserv EMI payment,EMI
Reliance Digital purchase,Shopping
SIP investment in mutual fund,Investment
Credit card EMI installment,EMI
RedBus bus ticket,Travel
Credit card EMI installment,EMI
Reliance Digital purchase,Shopping
Swiggy order payment,Food
IRCTC train ticket booking,Travel
Bajaj Finserv EMI payment,EMI
Groww ETF investment,Investment
Personal loan EMI deduction,EMI
PPF contribution,Investment
Zomato dinner bill,Food
HDFC home loan EMI,EMI
SIP investment in mutual fund,Investment
Fixed deposit investment,Investment
Fixed deposit investment,Investment
Swiggy order payment,Food
Uber ride payment,Travel
Groww ETF investment,Investment
Credit card EMI installment,EMI
Petrol pump fuel payment,Travel
Swiggy order payment,Food
Credit card EMI installment,EMI
Myntra clothing order,Shopping
MakeMyTrip hotel booking,Travel
IKEA furniture shopping,Shopping
Reliance Digital purchase,Shopping
Myntra clothing order,Shopping
Fixed deposit investment,Investment
Cafe coffee purchase at,Food
Groww ETF investment,Investment
Swiggy order payment,Food
IRCTC train ticket booking,Travel
Amazon online shopping,Shopping
PPF contribution,Investment
Groww ETF investment,Investment
Grocery purchase at Big Bazaar,Food
Fixed deposit investment,Investment
Ola cab fare,Travel
PPF contribution,Investment
Cafe coffee purchase at,Food
IKEA furniture shopping,Shopping
Bajaj Finserv EMI payment,EMI
Myntra clothing order,Shopping
Zomato dinner bill,Food
Dominos pizza order,Food
Groww ETF investment,Investment
Zerodha stock purchase,Investment
Uber ride payment,Travel
Zomato dinner bill,Food
Bajaj Finserv EMI payment,EMI
SIP investment in mutual fund,Investment
Uber ride payment,Travel
Credit card EMI installment,EMI
Groww ETF investment,Investment
Restaurant dining at,Food
Uber ride payment,Travel
SIP investment in mutual fund,Investment
Ola cab fare,Travel
Credit card EMI installment,EMI
McDonald's meal payment,Food
PPF contribution,Investment
Zomato dinner bill,Food
Grocery purchase at Big Bazaar,Food
IndiGo flight ticket,Travel
Bajaj Finserv EMI payment,EMI
Dominos pizza order,Food
Amazon online shopping,Shopping
SBI car loan EMI,EMI
McDonald's meal payment,Food
Zomato dinner bill,Food
HDFC home loan EMI,EMI
Personal loan EMI deduction,EMI
Uber ride payment,Travel
Reliance Digital purchase,Shopping
IRCTC train ticket booking,Travel
Ola cab fare,Travel
Myntra clothing order,Shopping
Swiggy order payment,Food
MakeMyTrip hotel booking,Travel
Zomato dinner bill,Food
Personal loan EMI deduction,EMI
Credit card EMI installment,EMI
Dominos pizza order,Food
IRCTC train ticket booking,Travel
PPF contribution,Investment
Reliance Digital purchase,Shopping
Petrol pump fuel payment,Travel
Groww ETF investment,Investment
IKEA furniture shopping,Shopping
Flipkart electronics purchase,Shopping
Personal loan EMI deduction,EMI
McDonald's meal payment,Food
Zerodha stock purchase,Investment
Myntra clothing order,Shopping
IRCTC train ticket booking,Travel
Reliance Digital purchase,Shopping
Fixed deposit investment,Investment
Bajaj Finserv EMI payment,EMI
HDFC home loan EMI,EMI
Swiggy order payment,Food
Ola cab fare,Travel
Uber ride payment,Travel
Swiggy order payment,Food
PPF contribution,Investment
Myntra clothing order,Shopping
Petrol pump fuel payment,Travel
Zomato dinner bill,Food
Cafe coffee purchase at,Food
Restaurant dining at,Food
Groww ETF investment,Investment
McDonald's meal payment,Food
Amazon online shopping,Shopping
HDFC home loan EMI,EMI
Amazon online shopping,Shopping
Petrol pump fuel payment,Travel
Petrol pump fuel payment,Travel
Flipkart electronics purchase,Shopping
Reliance Digital purchase,Shopping
Myntra clothing order,Shopping
SIP investment in mutual fund,Investment
Petrol pump fuel payment,Travel
SBI car loan EMI,EMI
Reliance Digital purchase,Shopping
Personal loan EMI deduction,EMI
Bajaj Finserv EMI payment,EMI
Groww ETF investment,Investment
IKEA furniture shopping,Shopping
Myntra clothing order,Shopping
PPF contribution,Investment
Dominos pizza order,Food
Personal loan EMI deduction,EMI
IRCTC train ticket booking,Travel
Ola cab fare,Travel
McDonald's meal payment,Food
Personal loan EMI deduction,EMI
IKEA furniture shopping,Shopping
Cafe coffee purchase at,Food
IRCTC train ticket booking,Travel
Flipkart electronics purchase,Shopping
HDFC home loan EMI,EMI
Flipkart electronics purchase,Shopping
Credit card EMI installment,EMI
Amazon online shopping,Shopping
HDFC home loan EMI,EMI
Reliance Digital purchase,Shopping
McDonald's meal payment,Food
PPF contribution,Investment
McDonald's meal payment,Food
Amazon online shopping,Shopping
SIP investment in mutual fund,Investment
Restaurant dining at,Food
IRCTC train ticket booking,Travel
Ola cab fare,Travel
PPF contribution,Investment
IKEA furniture shopping,Shopping
Groww ETF investment,Investment
Ola cab fare,Travel
Fixed deposit investment,Investment
Reliance Digital purchase,Shopping
Fixed deposit investment,Investment
RedBus bus ticket,Travel
Flipkart electronics purchase,Shopping
Flipkart electronics purchase,Shopping
Flipkart electronics purchase,Shopping
Credit card EMI installment,EMI
Amazon online shopping,Shopping
PPF contribution,Investment
IRCTC train ticket booking,Travel
McDonald's meal payment,Food
Personal loan EMI deduction,EMI
Fixed deposit investment,Investment
McDonald's meal payment,Food
SBI car loan EMI,EMI
Swiggy order payment,Food
Petrol pump fuel payment,Travel
HDFC home loan EMI,EMI
Restaurant dining at,Food
Restaurant dining at,Food
Flipkart electronics purchase,Shopping
Myntra clothing order,Shopping
Flipkart electronics purchase,Shopping
Cafe coffee purchase at,Food
Amazon online shopping,Shopping
Restaurant dining at,Food
Myntra clothing order,Shopping
Swiggy order payment,Food
Bajaj Finserv EMI payment,EMI
Restaurant dining at,Food
Zerodha stock purchase,Investment
Amazon online shopping,Shopping
Fixed deposit investment,Investment
Ola cab fare,Travel
Fixed deposit investment,Investment
Swiggy order payment,Food
Myntra clothing order,Shopping
Zerodha stock purchase,Investment
Bajaj Finserv EMI payment,EMI
Petrol pump fuel payment,Travel
Dominos pizza order,Food
SIP investment in mutual fund,Investment
SBI car loan EMI,EMI
Zerodha stock purchase,Investment
Fixed deposit investment,Investment
Flipkart electronics purchase,Shopping
Flipkart electronics purchase,Shopping
Personal loan EMI deduction,EMI
Flipkart electronics purchase,Shopping
Petrol pump fuel payment,Travel
RedBus bus ticket,Travel
Flipkart electronics purchase,Shopping
MakeMyTrip hotel booking,Travel
IRCTC train ticket booking,Travel
Amazon online shopping,Shopping
MakeMyTrip hotel booking,Travel
Credit card EMI installment,EMI
Credit card EMI installment,EMI
SBI car loan EMI,EMI
Zomato dinner bill,Food
IKEA furniture shopping,Shopping
IKEA furniture shopping,Shopping
Ola cab fare,Travel
HDFC home loan EMI,EMI
Zerodha stock purchase,Investment
Reliance Digital purchase,Shopping
SBI car loan EMI,EMI
PPF contribution,Investment
Ola cab fare,Travel
Restaurant dining at,Food
MakeMyTrip hotel booking,Travel
RedBus bus ticket,Travel
IndiGo flight ticket,Travel
Groww ETF investment,Investment
IndiGo flight ticket,Travel
Grocery purchase at Big Bazaar,Food
Groww ETF investment,Investment
IKEA furniture shopping,Shopping
Grocery purchase at Big Bazaar,Food
SIP investment in mutual fund,Investment
Petrol pump fuel payment,Travel
Grocery purchase at Big Bazaar,Food
Zomato dinner bill,Food
Groww ETF investment,Investment
Credit card EMI installment,EMI
Personal loan EMI deduction,EMI
Flipkart electronics purchase,Shopping
SIP investment in mutual fund,Investment
Zomato dinner bill,Food
Flipkart electronics purchase,Shopping
Credit card EMI installment,EMI
Fixed deposit investment,Investment
IndiGo flight ticket,Travel
SBI car loan EMI,EMI
Swiggy order payment,Food
Groww ETF investment,Investment
Fixed deposit investment,Investment
IndiGo flight ticket,Travel
McDonald's meal payment,Food
Personal loan EMI deduction,EMI
Ola cab fare,Travel
RedBus bus ticket,Travel
Groww ETF investment,Investment
Groww ETF investment,Investment
Zomato dinner bill,Food
Grocery purchase at Big Bazaar,Food
Cafe coffee purchase at,Food
Fixed deposit investment,Investment
Reliance Digital purchase,Shopping
Reliance Digital purchase,Shopping
SIP investment in mutual fund,Investment
Zomato dinner bill,Food
Personal loan EMI deduction,EMI
Uber ride payment,Travel
Dominos pizza order,Food
RedBus bus ticket,Travel
IKEA furniture shopping,Shopping
Swiggy order payment,Food
Ola cab fare,Travel
IKEA furniture shopping,Shopping
Flipkart electronics purchase,Shopping
Myntra clothing order,Shopping
McDonald's meal payment,Food
Credit card EMI installment,EMI
Fixed deposit investment,Investment
Zerodha stock purchase,Investment
Bajaj Finserv EMI payment,EMI
Flipkart electronics purchase,Shopping
Amazon online shopping,Shopping
Amazon online shopping,Shopping
Myntra clothing order,Shopping
Bajaj Finserv EMI payment,EMI
Myntra clothing order,Shopping
IKEA furniture shopping,Shopping
PPF contribution,Investment
Flipkart electronics purchase,Shopping
Uber ride payment,Travel
SIP investment in mutual fund,Investment
RedBus bus ticket,Travel
PPF contribution,Investment
Personal loan EMI deduction,EMI
Uber ride payment,Travel
Bajaj Finserv EMI payment,EMI
Bajaj Finserv EMI payment,EMI
HDFC home loan EMI,EMI
Bajaj Finserv EMI payment,EMI
IKEA furniture shopping,Shopping
Ola cab fare,Travel
Credit card EMI installment,EMI
Dominos pizza order,Food
MakeMyTrip hotel booking,Travel
Myntra clothing order,Shopping
SIP investment in mutual fund,Investment
Personal loan EMI deduction,EMI
Personal loan EMI deduction,EMI
Petrol pump fuel payment,Travel
HDFC home loan EMI,EMI
HDFC home loan EMI,EMI
Fixed deposit investment,Investment
IKEA furniture shopping,Shopping
Amazon online shopping,Shopping
Bajaj Finserv EMI payment,EMI
Credit card EMI installment,EMI
IRCTC train ticket booking,Travel
SBI car loan EMI,EMI
Uber ride payment,Travel
McDonald's meal payment,Food
Cafe coffee purchase at,Food
Fixed deposit investment,Investment
Credit card EMI installment,EMI
Myntra clothing order,Shopping
RedBus bus ticket,Travel
Flipkart electronics purchase,Shopping
Cafe coffee purchase at,Food
Amazon online shopping,Shopping
Dominos pizza order,Food
Restaurant dining at,Food
Swiggy order payment,Food
HDFC home loan EMI,EMI
SBI car loan EMI,EMI
IRCTC train ticket booking,Travel
Credit card EMI installment,EMI
SBI car loan EMI,EMI
Swiggy order payment,Food
IKEA furniture shopping,Shopping
Myntra clothing order,Shopping
SBI car loan EMI,EMI
Personal loan EMI deduction,EMI
Restaurant dining at,Food
Personal loan EMI deduction,EMI
Uber ride payment,Travel
Swiggy order payment,Food
Cafe coffee purchase at,Food
IKEA furniture shopping,Shopping
Fixed deposit investment,Investment
SBI car loan EMI,EMI
Amazon online shopping,Shopping
Fixed deposit investment,Investment
SIP investment in mutual fund,Investment
PPF contribution,Investment
Ola cab fare,Travel
Myntra clothing order,Shopping
Zerodha stock purchase,Investment
Bajaj Finserv EMI payment,EMI
Swiggy order payment,Food
Credit card EMI installment,EMI
IRCTC train ticket booking,Travel
IKEA furniture shopping,Shopping
Cafe coffee purchase at,Food
Restaurant dining at,Food
McDonald's meal payment,Food
PPF contribution,Investment
Petrol pump fuel payment,Travel
IndiGo flight ticket,Travel
SBI car loan EMI,EMI
Reliance Digital purchase,Shopping
Fixed deposit investment,Investment
Flipkart electronics purchase,Shopping
Dominos pizza order,Food
Reliance Digital purchase,Shopping
Reliance Digital purchase,Shopping
McDonald's meal payment,Food
Credit card EMI installment,EMI
Dominos pizza order,Food
Groww ETF investment,Investment
Swiggy order payment,Food
Petrol pump fuel payment,Travel
McDonald's meal payment,Food
IndiGo flight ticket,Travel
Fixed deposit investment,Investment
Ola cab fare,Travel
Bajaj Finserv EMI payment,EMI
Credit card EMI installment,EMI
HDFC home loan EMI,EMI
IKEA furniture shopping,Shopping
RedBus bus ticket,Travel
Personal loan EMI deduction,EMI
Dominos pizza order,Food
HDFC home loan EMI,EMI
Zomato dinner bill,Food
Reliance Digital purchase,Shopping
PPF contribution,Investment
Flipkart electronics purchase,Shopping
Zerodha stock purchase,Investment
Groww ETF investment,Investment
IRCTC train ticket booking,Travel
Ola cab fare,Travel
Zomato dinner bill,Food
PPF contribution,Investment
Uber ride payment,Travel
PPF contribution,Investment
Reliance Digital purchase,Shopping
Fixed deposit investment,Investment
PPF contribution,Investment
IndiGo flight ticket,Travel
Reliance Digital purchase,Shopping
MakeMyTrip hotel booking,Travel
Fixed deposit investment,Investment
Swiggy order payment,Food
HDFC home loan EMI,EMI
Zomato dinner bill,Food
Myntra clothing order,Shopping
Grocery purchase at Big Bazaar,Food
Zomato dinner bill,Food
Dominos pizza order,Food
Myntra clothing order,Shopping
Personal loan EMI deduction,EMI
PPF contribution,Investment
Fixed deposit investment,Investment
Groww ETF investment,Investment
Bajaj Finserv EMI payment,EMI
Myntra clothing order,Shopping
Myntra clothing order,Shopping
Fixed deposit investment,Investment
Dominos pizza order,Food
Amazon online shopping,Shopping
Zomato dinner bill,Food
Bajaj Finserv EMI payment,EMI
Bajaj Finserv EMI payment,EMI
Dominos pizza order,Food
Petrol pump fuel payment,Travel
Groww ETF investment,Investment
SBI car loan EMI,EMI
Amazon online shopping,Shopping
Zomato dinner bill,Food
RedBus bus ticket,Travel
PPF contribution,Investment
Zerodha stock purchase,Investment
HDFC home loan EMI,EMI
Swiggy order payment,Food
PPF contribution,Investment
Flipkart electronics purchase,Shopping
PPF contribution,Investment
Reliance Digital purchase,Shopping
PPF contribution,Investment
Amazon online shopping,Shopping
Myntra clothing order,Shopping
Fixed deposit investment,Investment
Bajaj Finserv EMI payment,EMI
Restaurant dining at,Food
PPF contribution,Investment
MakeMyTrip hotel booking,Travel
Petrol pump fuel payment,Travel
IRCTC train ticket booking,Travel
McDonald's meal payment,Food
SIP investment in mutual fund,Investment
Groww ETF investment,Investment
Bajaj Finserv EMI payment,EMI
Grocery purchase at Big Bazaar,Food
Flipkart electronics purchase,Shopping
Dominos pizza order,Food
McDonald's meal payment,Food
Fixed deposit investment,Investment
Uber ride payment,Travel
Bajaj Finserv EMI payment,EMI
Dominos pizza order,Food
Credit card EMI installment,EMI
Bajaj Finserv EMI payment,EMI
Restaurant dining at,Food
PPF contribution,Investment
Restaurant dining at,Food
SBI car loan EMI,EMI
Zerodha stock purchase,Investment
MakeMyTrip hotel booking,Travel
Petrol pump fuel payment,Travel
Petrol pump fuel payment,Travel
Groww ETF investment,Investment
Swiggy order payment,Food
Credit card EMI installment,EMI
Zerodha stock purchase,Investment
Swiggy order payment,Food
SBI car loan EMI,EMI
Fixed deposit investment,Investment
PPF contribution,Investment
Grocery purchase at Big Bazaar,Food
PPF contribution,Investment
Myntra clothing order,Shopping
Credit card EMI installment,EMI
Restaurant dining at,Food
HDFC home loan EMI,EMI
SBI car loan EMI,EMI
Cafe coffee purchase at,Food
Credit card EMI installment,EMI
Credit card EMI installment,EMI
Zerodha stock purchase,Investment
Uber ride payment,Travel
Flipkart electronics purchase,Shopping
McDonald's meal payment,Food
Credit card EMI installment,EMI
SIP investment in mutual fund,Investment
Restaurant dining at,Food
Cafe coffee purchase at,Food
Reliance Digital purchase,Shopping
Flipkart electronics purchase,Shopping
Uber ride payment,Travel
IndiGo flight ticket,Travel
Fixed deposit investment,Investment
Uber ride payment,Travel
Restaurant dining at,Food
Cafe coffee purchase at,Food
Amazon online shopping,Shopping
Swiggy order payment,Food
Flipkart electronics purchase,Shopping
IndiGo flight ticket,Travel
Groww ETF investment,Investment
IKEA furniture shopping,Shopping
RedBus bus ticket,Travel
IRCTC train ticket booking,Travel
SBI car loan EMI,EMI
MakeMyTrip hotel booking,Travel
IndiGo flight ticket,Travel
Amazon online shopping,Shopping
Reliance Digital purchase,Shopping
Cafe coffee purchase at,Food
Zomato dinner bill,Food
Myntra clothing order,Shopping
Zerodha stock purchase,Investment
Personal loan EMI deduction,EMI
Ola cab fare,Travel
Grocery purchase at Big Bazaar,Food
Fixed deposit investment,Investment
Bajaj Finserv EMI payment,EMI
Flipkart electronics purchase,Shopping
Amazon online shopping,Shopping
IKEA furniture shopping,Shopping
IRCTC train ticket booking,Travel
McDonald's meal payment,Food
PPF contribution,Investment
Swiggy order payment,Food
SBI car loan EMI,EMI
Personal loan EMI deduction,EMI
SIP investment in mutual fund,Investment
Grocery purchase at Big Bazaar,Food
Cafe coffee purchase at,Food
Zomato dinner bill,Food
IKEA furniture shopping,Shopping
MakeMyTrip hotel booking,Travel
SBI car loan EMI,EMI
SBI car loan EMI,EMI
Zerodha stock purchase,Investment
Uber ride payment,Travel
SIP investment in mutual fund,Investment
Ola cab fare,Travel
Zerodha stock purchase,Investment
IndiGo flight ticket,Travel
Bajaj Finserv EMI payment,EMI
Uber ride payment,Travel
Restaurant dining at,Food
PPF contribution,Investment
SBI car loan EMI,EMI
Flipkart electronics purchase,Shopping
Flipkart electronics purchase,Shopping
Flipkart electronics purchase,Shopping
Reliance Digital purchase,Shopping
Petrol pump fuel payment,Travel
Groww ETF investment,Investment
Zerodha stock purchase,Investment
Fixed deposit investment,Investment
Flipkart electronics purchase,Shopping
Cafe coffee purchase at,Food
Cafe coffee purchase at,Food
Amazon online shopping,Shopping
PPF contribution,Investment
Cafe coffee purchase at,Food
Grocery purchase at Big Bazaar,Food
Zerodha stock purchase,Investment
SBI car loan EMI,EMI
Swiggy order payment,Food
SBI car loan EMI,EMI
IKEA furniture shopping,Shopping
PPF contribution,Investment
Zerodha stock purchase,Investment
Credit card EMI installment,EMI
McDonald's meal payment,Food
Groww ETF investment,Investment
Credit card EMI installment,EMI
IKEA furniture shopping,Shopping
RedBus bus ticket,Travel
Myntra clothing order,Shopping
Grocery purchase at Big Bazaar,Food
HDFC home loan EMI,EMI
Credit card EMI installment,EMI
Bajaj Finserv EMI payment,EMI
Amazon online shopping,Shopping
Ola cab fare,Travel
Petrol pump fuel payment,Travel
Fixed deposit investment,Investment
RedBus bus ticket,Travel
IRCTC train ticket booking,Travel
Personal loan EMI deduction,EMI
HDFC home loan EMI,EMI
Credit card EMI installment,EMI
Amazon online shopping,Shopping
IKEA furniture shopping,Shopping
Fixed deposit investment,Investment
Zomato dinner bill,Food
SIP investment in mutual fund,Investment
IRCTC train ticket booking,Travel
Swiggy order payment,Food
Dominos pizza order,Food
RedBus bus ticket,Travel
Restaurant dining at,Food
Flipkart electronics purchase,Shopping
PPF contribution,Investment
Restaurant dining at,Food
McDonald's meal payment,Food
Myntra clothing order,Shopping
Bajaj Finserv EMI payment,EMI
IKEA furniture shopping,Shopping
Personal loan EMI deduction,EMI
SBI car loan EMI,EMI
IndiGo flight ticket,Travel
HDFC home loan EMI,EMI
Credit card EMI installment,EMI
Flipkart electronics purchase,Shopping
SBI car loan EMI,EMI
Ola cab fare,Travel
Restaurant dining at,Food
Groww ETF investment,Investment
Petrol pump fuel payment,Travel
Bajaj Finserv EMI payment,EMI
Fixed deposit investment,Investment
Myntra clothing order,Shopping
Cafe coffee purchase at,Food
IndiGo flight ticket,Travel
Uber ride payment,Travel
IKEA furniture shopping,Shopping
Credit card EMI installment,EMI
Flipkart electronics purchase,Shopping
Groww ETF investment,Investment
SIP investment in mutual fund,Investment
Amazon online shopping,Shopping
Fixed deposit investment,Investment
Groww ETF investment,Investment
Grocery purchase at Big Bazaar,Food
IKEA furniture shopping,Shopping
SBI car loan EMI,EMI
Reliance Digital purchase,Shopping
Grocery purchase at Big Bazaar,Food
Groww ETF investment,Investment
Amazon online shopping,Shopping
Credit card EMI installment,EMI
Groww ETF investment,Investment
Restaurant dining at,Food
Credit card EMI installment,EMI
Zomato dinner bill,Food
PPF contribution,Investment
SBI car loan EMI,EMI
PPF contribution,Investment
IKEA furniture shopping,Shopping
IRCTC train ticket booking,Travel
Myntra clothing order,Shopping
Reliance Digital purchase,Shopping
Groww ETF investment,Investment
Reliance Digital purchase,Shopping
Ola cab fare,Travel
Groww ETF investment,Investment
McDonald's meal payment,Food
Myntra clothing order,Shopping
Zerodha stock purchase,Investment
Zomato dinner bill,Food
SIP investment in mutual fund,Investment
Credit card EMI installment,EMI
Uber ride payment,Travel
Credit card EMI installment,EMI
Grocery purchase at Big Bazaar,Food
Reliance Digital purchase,Shopping
Credit card EMI installment,EMI
Restaurant dining at,Food
Amazon online shopping,Shopping
Petrol pump fuel payment,Travel
Credit card EMI installment,EMI
IRCTC train ticket booking,Travel
Bajaj Finserv EMI payment,EMI
HDFC home loan EMI,EMI
Amazon online shopping,Shopping
RedBus bus ticket,Travel
Petrol pump fuel payment,Travel
Bajaj Finserv EMI payment,EMI
HDFC home loan EMI,EMI
SBI car loan EMI,EMI
Myntra clothing order,Shopping
PPF contribution,Investment
Uber ride payment,Travel
Flipkart electronics purchase,Shopping
IKEA furniture shopping,Shopping
IKEA furniture shopping,Shopping
Cafe coffee purchase at,Food
Swiggy order payment,Food
Cafe coffee purchase at,Food
SBI car loan EMI,EMI
IKEA furniture shopping,Shopping
SBI car loan EMI,EMI
Dominos pizza order,Food
Ola cab fare,Travel
MakeMyTrip hotel booking,Travel
Ola cab fare,Travel
Cafe coffee purchase at,Food
Swiggy order payment,Food
PPF contribution,Investment
Swiggy order payment,Food
IKEA furniture shopping,Shopping
Restaurant dining at,Food
HDFC home loan EMI,EMI
Grocery purchase at Big Bazaar,Food
Ola cab fare,Travel
Swiggy order payment,Food
Personal loan EMI deduction,EMI
RedBus bus ticket,Travel
Flipkart electronics purchase,Shopping
Swiggy order payment,Food
Grocery purchase at Big Bazaar,Food
IRCTC train ticket booking,Travel
Amazon online shopping,Shopping
Zomato dinner bill,Food
Groww ETF investment,Investment
IndiGo flight ticket,Travel
Zomato dinner bill,Food
PPF contribution,Investment
IndiGo flight ticket,Travel
HDFC home loan EMI,EMI
Flipkart electronics purchase,Shopping
Bajaj Finserv EMI payment,EMI
Swiggy order payment,Food
Cafe coffee purchase at,Food
Myntra clothing order,Shopping
Zerodha stock purchase,Investment
Credit card EMI installment,EMI
McDonald's meal payment,Food
SBI car loan EMI,EMI
SIP investment in mutual fund,Investment
Amazon online shopping,Shopping
PPF contribution,Investment
Dominos pizza order,Food
Uber ride payment,Travel
IRCTC train ticket booking,Travel
SIP investment in mutual fund,Investment
PPF contribution,Investment
IKEA furniture shopping,Shopping
Groww ETF investment,Investment
Reliance Digital purchase,Shopping
Myntra clothing order,Shopping
SIP investment in mutual fund,Investment
PPF contribution,Investment
Uber ride payment,Travel
McDonald's meal payment,Food
Zomato dinner bill,Food
SBI car loan EMI,EMI
Amazon online shopping,Shopping
Reliance Digital purchase,Shopping
IRCTC train ticket booking,Travel
Fixed deposit investment,Investment
Personal loan EMI deduction,EMI
Cafe coffee purchase at,Food
Cafe coffee purchase at,Food
PPF contribution,Investment
Zomato dinner bill,Food
SBI car loan EMI,EMI
IRCTC train ticket booking,Travel
SIP investment in mutual fund,Investment
Fixed deposit investment,Investment
Reliance Digital purchase,Shopping
Petrol pump fuel payment,Travel
Credit card EMI installment,EMI
Fixed deposit investment,Investment
Bajaj Finserv EMI payment,EMI
Amazon online shopping,Shopping
Bajaj Finserv EMI payment,EMI
Amazon online shopping,Shopping
Credit card EMI installment,EMI
Bajaj Finserv EMI payment,EMI
Dominos pizza order,Food
MakeMyTrip hotel booking,Travel
Dominos pizza order,Food
HDFC home loan EMI,EMI
Grocery purchase at Big Bazaar,Food
PPF contribution,Investment
Groww ETF investment,Investment
Fixed deposit investment,Investment
Credit card EMI installment,EMI
Personal loan EMI deduction,EMI
SIP investment in mutual fund,Investment
IRCTC train ticket booking,Travel
SBI car loan EMI,EMI
Credit card EMI installment,EMI
McDonald's meal payment,Food
IRCTC train ticket booking,Travel
Personal loan EMI deduction,EMI
Petrol pump fuel payment,Travel
Dominos pizza order,Food
Grocery purchase at Big Bazaar,Food
Grocery purchase at Big Bazaar,Food
PPF contribution,Investment
Dominos pizza order,Food
Myntra clothing order,Shopping
Myntra clothing order,Shopping
