expenseName,expenseCategory
urgent house rent fee,Rent
daily udemy course subscription,Education
late night flight ticket order,Travel
urgent taxi fare expense,Transport
extra company salary expense,Salary
monthly trip expense premium,Travel
online udemy course expense,Education
fine amount premium,Others
insta soap premium,Personal Care
urgent amazon prime premium,Entertainment
online atta fee,Groceries
daily rapido order,Transport
online helmet,Shopping
urgent eb bill fee,Bills
urgent karaoke payment,Entertainment
extra ola cab premium,Transport
online fine amount subscription,Others
online bag premium,Shopping
extra steam games recharge,Entertainment
gift card fee,Gifts
flight ticket subscription,Travel
late night tshirt premium,Shopping
online friend gift subscription,Gifts
quick amazon order premium,Shopping
quick jeans bill,Shopping
quick ml course order,Education
insta unexpected expense subscription,Others
online stock purchase purchase,Investment
daily hotstar premium,Entertainment
daily pg rent recharge,Rent
quick concert ticket subscription,Entertainment
extra amazon prime premium,Entertainment
monthly python course,Education
urgent apollo pharmacy subscription,Health
late night hostel rent expense,Rent
extra rice order,Groceries
urgent gold investment purchase,Investment
daily karaoke payment,Entertainment
insta rice payment,Groceries
late night birthday gift premium,Gifts
insta shirt payment,Shopping
monthly perfume subscription,Personal Care
late night bitcoin payment,Investment
late night sugar purchase,Groceries
daily protein powder bill,Health
late night gaming expense,Entertainment
monthly keyboard order,Shopping
daily react course order,Education
extra loan emi expense,Bills
insta swiggy order payment,Food
monthly bigbasket order,Groceries
monthly metro recharge,Transport
online burger subscription,Food
insta myntra order order,Shopping
monthly apollo pharmacy expense,Health
late night apartment rent premium,Rent
urgent loan emi purchase,Bills
late night movie ticket expense,Entertainment
monthly gym fee,Health
dth recharge fee,Bills
urgent cycle cover subscription,Shopping
react course payment,Education
parking fee premium,Transport
random payment order,Others
monthly electricity bill expense,Bills
late night rice recharge,Groceries
subscription payment bill,Bills
extra surprise gift order,Gifts
urgent usb cable recharge,Shopping
daily wifi bill,Bills
quick subway payment,Food
daily earbuds fee,Shopping
extra music subscription order,Entertainment
online gold investment order,Investment
insta skin care,Personal Care
laptop stand order,Shopping
birthday gift order,Gifts
urgent dmart payment,Groceries
online pizza purchase,Food
online bitcoin,Investment
uber auto recharge,Transport
insta sip investment,Investment
online dental checkup expense,Health
insta movie ticket purchase,Entertainment
extra charger premium,Shopping
online certification fee payment,Education
insta amirthanjan bill,Health
insta rapido expense,Transport
cake expense,Food
online outstation train order,Travel
extra auto fare premium,Transport
holiday booking purchase,Travel
quick gold investment premium,Investment
extra parotta recharge,Food
monthly python course payment,Education
daily parking fee premium,Transport
face wash expense,Personal Care
insta sip investment bill,Investment
late night mess fee,Food
monthly certification fee purchase,Education
monthly amirthanjan order,Health
late night airtel recharge recharge,Bills
quick uber auto subscription,Transport
daily travel bag order,Travel
quick amazon order fee,Shopping
extra monthly rent subscription,Rent
extra gift purchase fee,Gifts
vegetables expense,Groceries
quick bonus amount premium,Salary
extra usb cable expense,Shopping
travel bag payment,Travel
urgent idli fee,Food
insta stationery premium,Shopping
online petrol payment,Transport
online salary deposit payment,Salary
gift purchase subscription,Gifts
urgent clinic fee purchase,Health
extra vitamin tablets subscription,Health
online mouse payment,Shopping
monthly gym fee recharge,Health
insta rapido premium,Transport
extra salary credited bill,Salary
monthly exam fee recharge,Education
late night outstation train,Travel
online pizza purchase,Food
daily mobile cover fee,Shopping
online monthly rent recharge,Rent
late night bigbasket bill,Groceries
online canteen food purchase,Food
late night chicken rice recharge,Food
quick chicken order,Groceries
daily snacks expense,Food
free fire diamonds payment,Entertainment
quick taxi fare bill,Transport
late night notes xerox payment,Education
urgent karaoke premium,Entertainment
quick subscription payment expense,Bills
extra bitcoin recharge,Investment
monthly usb cable recharge,Shopping
monthly swiggy order purchase,Food
online dominos bill,Food
urgent chicken rice premium,Food
insta subway order,Food
insta parotta premium,Food
tshirt bill,Shopping
monthly protein powder fee,Health
late night dth recharge premium,Bills
hospital bill premium,Health
online fuel refill recharge,Transport
quick fish expense,Groceries
extra subscription payment recharge,Bills
late night surprise gift expense,Gifts
extra juice fee,Food
quick udemy course payment,Education
monthly trip food,Travel
monthly unexpected expense expense,Others
vegetables subscription,Groceries
extra spotify premium purchase,Entertainment
insta fruits order,Groceries
quick repair work expense,Others
daily shirt fee,Shopping
daily juice order,Food
urgent internship stipend subscription,Salary
urgent bank penalty purchase,Others
online vitamin tablets expense,Health
daily internet recharge recharge,Bills
insta dal order,Groceries
extra train pass fee,Transport
online exam fee bill,Education
urgent freelance payment expense,Salary
extra parotta payment,Food
subscription payment fee,Bills
daily subscription payment payment,Bills
extra service charge expense,Others
daily dth recharge order,Bills
late night random payment subscription,Others
online stationery premium,Shopping
extra ice cream premium,Food
extra chicken,Groceries
monthly fried rice subscription,Food
urgent salary credited,Salary
quick rent payment premium,Rent
monthly udemy course premium,Education
extra bigbasket fee,Groceries
quick uber auto subscription,Transport
online salary income premium,Salary
protein powder,Health
quick canteen food subscription,Food
health checkup payment,Health
online zepto subscription,Groceries
extra gaming purchase,Entertainment
insta bitcoin recharge,Investment
insta paneer order,Groceries
insta music subscription subscription,Entertainment
urgent fruits subscription,Groceries
eb bill bill,Bills
insta sip investment subscription,Investment
extra udemy course recharge,Education
extra unexpected expense order,Others
late night fruits fee,Groceries
extra sugar subscription,Groceries
insta exam fee,Education
late night friend gift fee,Gifts
quick hair cut subscription,Personal Care
extra hotstar payment,Entertainment
urgent shawarma payment,Food
online bag premium,Shopping
urgent coursera subscription payment,Education
water bill,Bills
insta atta,Groceries
monthly honeymoon trip order,Travel
subscription payment fee,Bills
monthly milk subscription,Groceries
insta watch premium,Shopping
online hotel booking,Travel
online laptop stand,Shopping
outstation train payment,Travel
insta music subscription purchase,Entertainment
late night misc expense expense,Others
insta react course,Education
quick cash received premium,Others
extra cake bill,Food
extra salary income recharge,Salary
insta shoes subscription,Shopping
extra monthly salary bill,Salary
online myntra order subscription,Shopping
late night internet recharge purchase,Bills
extra online course expense,Education
body spray,Personal Care
online laptop stand,Shopping
urgent laptop stand purchase,Shopping
daily uber auto expense,Transport
monthly train pass expense,Transport
insta dal order,Groceries
monthly tshirt subscription,Shopping
extra bigbasket order,Groceries
daily fish recharge,Groceries
insta gift purchase expense,Gifts
insta sip investment subscription,Investment
cycle cover expense,Shopping
online hotel booking recharge,Travel
insta cab fare order,Transport
insta cash received payment,Others
daily vegetables expense,Groceries
python course subscription,Education
notes xerox subscription,Education
monthly mouse premium,Shopping
urgent vacation cab bill,Travel
quick train pass recharge,Transport
insta pizza purchase,Food
late night bike petrol order,Transport
daily anniversary gift bill,Gifts
daily health checkup premium,Health
insta tea bill,Food
monthly spotify premium recharge,Entertainment
insta gym fee purchase,Health
online wifi bill order,Bills
quick dress premium,Shopping
quick broadband bill recharge,Bills
ml course purchase,Education
urgent salary credited recharge,Salary
pizza fee,Food
daily laptop stand expense,Shopping
online music subscription subscription,Entertainment
quick steam games recharge,Entertainment
late night pizza fee,Food
urgent ola cab purchase,Transport
monthly stock purchase premium,Investment
monthly room rent fee,Rent
late night bitcoin bill,Investment
late night dinner,Food
online bank penalty fee,Others
quick body spray payment,Personal Care
online dress subscription,Shopping
online juice payment,Food
extra bag recharge,Shopping
urgent etf purchase premium,Investment
online electricity bill payment,Bills
insta eb bill order,Bills
monthly beach resort order,Travel
extra repair work,Others
quick flight ticket recharge,Travel
daily beach resort bill,Travel
monthly fuel refill premium,Transport
daily eggs bill,Groceries
daily pg rent expense,Rent
monthly rent payment bill,Rent
late night shawarma premium,Food
vacation cab expense,Travel
late night nail cutter subscription,Personal Care
urgent vitamin tablets payment,Health
daily amazon order expense,Shopping
extra crypto investment bill,Investment
insta service charge fee,Others
online fish expense,Groceries
monthly fried rice recharge,Food
online mutual fund expense,Investment
paneer fee,Groceries
insta holiday booking bill,Travel
late night dosa premium,Food
extra apartment rent subscription,Rent
quick tour package payment,Travel
online fine amount purchase,Others
online atta purchase,Groceries
insta udemy course purchase,Education
urgent flat rent subscription,Rent
extra fruits subscription,Groceries
online dal recharge,Groceries
extra pubg uc bill,Entertainment
insta unexpected expense order,Others
online helmet order,Shopping
salt subscription,Groceries
hotstar expense,Entertainment
urgent cash received payment,Others
online house rent bill,Rent
insta resort booking,Travel
late night surprise gift expense,Gifts
online medical shop purchase,Health
urgent gaming expense,Entertainment
online internet recharge recharge,Bills
daily amazon order subscription,Shopping
insta internet recharge subscription,Bills
zepto payment,Groceries
monthly bread recharge,Groceries
quick hotel booking recharge,Travel
juice recharge,Food
online anniversary gift recharge,Gifts
extra wifi bill premium,Bills
quick coursera subscription bill,Education
daily ice cream,Food
online postpaid bill recharge,Bills
monthly rent fee,Rent
quick resort booking bill,Travel
online random payment,Others
tea recharge,Food
ice cream fee,Food
insta internship stipend order,Salary
online fried rice expense,Food
jeans fee,Shopping
urgent spotify premium purchase,Entertainment
daily dress payment,Shopping
extra oil packet subscription,Groceries
butter expense,Groceries
urgent internship stipend subscription,Salary
earbuds purchase,Shopping
urgent random payment,Others
daily birthday gift fee,Gifts
monthly beard trim premium,Personal Care
insta dosa premium,Food
online monthly rent recharge,Rent
daily fuel refill subscription,Transport
insta train pass subscription,Transport
daily face wash premium,Personal Care
extra charger bill,Shopping
extra broadband bill,Bills
daily hotel booking order,Travel
urgent paneer recharge,Groceries
online online course fee,Education
insta flat rent order,Rent
amazon order purchase,Shopping
late night charger expense,Shopping
monthly uber auto fee,Transport
late night earbuds subscription,Shopping
ola cab order,Transport
insta hostel rent subscription,Rent
urgent zepto purchase,Groceries
urgent bag fee,Shopping
online bag bill,Shopping
extra book purchase fee,Education
online makeup kit premium,Personal Care
late night monthly salary purchase,Salary
extra stationery order,Shopping
online parking fee fee,Transport
urgent gym fee bill,Health
ml course order,Education
urgent auto fare payment,Transport
quick tuition fee purchase,Education
online laptop stand premium,Shopping
urgent train pass fee,Transport
insta internet recharge fee,Bills
quick hostel rent expense,Rent
dosa subscription,Food
insta swiggy order recharge,Food
daily cake,Food
extra music subscription purchase,Entertainment
insta jeans subscription,Shopping
extra taxi fare recharge,Transport
online zerodha subscription,Investment
daily hotel booking subscription,Travel
daily ml course expense,Education
quick dominos order,Food
quick cake bill,Food
daily makeup kit recharge,Personal Care
quick bank penalty fee,Others
late night bread order,Groceries
canteen food recharge,Food
daily milk bill,Groceries
daily credit card bill subscription,Bills
amazon prime order,Entertainment
daily house rent order,Rent
quick charger,Shopping
urgent bigbasket payment,Groceries
daily friend gift bill,Gifts
urgent face wash order,Personal Care
late night youtube premium expense,Entertainment
monthly steam games payment,Entertainment
extra monthly rent fee,Rent
late night postpaid bill order,Bills
insta eye test recharge,Health
urgent vitamin tablets expense,Health
quick amazon order recharge,Shopping
online unknown expense,Others
quick stationery fee,Shopping
urgent monthly salary,Salary
urgent laptop stand order,Shopping
extra rapido subscription,Transport
quick gift card premium,Gifts
extra atta fee,Groceries
extra trading money order,Investment
monthly idli recharge,Food
family gift bill,Gifts
extra rapido expense,Transport
daily freelance payment payment,Salary
extra swiggy order,Food
insta resort booking purchase,Travel
quick vegetables bill,Groceries
late night karaoke payment,Entertainment
urgent coffee order,Food
late night beard trim payment,Personal Care
extra tea premium,Food
late night eye test recharge,Health
extra rent payment,Rent
extra udemy course purchase,Education
late night watch fee,Shopping
quick cash received expense,Others
late night bank penalty premium,Others
monthly local train expense,Transport
monthly bag premium,Shopping
online coursera subscription purchase,Education
urgent watch bill,Shopping
urgent tshirt expense,Shopping
daily netflix payment,Entertainment
extra travel bag payment,Travel
notes xerox premium,Education
online service charge expense,Others
quick auto fare recharge,Transport
quick mobile cover payment,Shopping
extra idli subscription,Food
online shoes premium,Shopping
daily dth recharge purchase,Bills
late night ml course subscription,Education
urgent burger premium,Food
insta hotstar bill,Entertainment
room rent bill,Rent
monthly sugar payment,Groceries
insta hostel rent payment,Rent
monthly gaming bill,Entertainment
extra perfume premium,Personal Care
urgent mobile cover order,Shopping
online airtel recharge subscription,Bills
kfc purchase,Food
insta gym fee,Health
quick honeymoon trip,Travel
notes xerox expense,Education
online water bill recharge,Bills
extra myntra order premium,Shopping
daily body spray,Personal Care
extra postpaid bill order,Bills
family gift payment,Gifts
urgent local train order,Transport
online dmart bill,Groceries
online honeymoon trip payment,Travel
urgent netflix premium,Entertainment
quick cab fare order,Transport
late night rapido premium,Transport
extra protein powder bill,Health
extra concert ticket,Entertainment
extra exam fee subscription,Education
quick outstation train premium,Travel
monthly mobile recharge subscription,Bills
urgent metro payment,Transport
chicken,Groceries
insta beach resort order,Travel
late night mobile cover order,Shopping
urgent festival expense bill,Others
earbuds order,Shopping
extra mouse bill,Shopping
online course,Education
quick dosa order,Food
online cheese expense,Groceries
insta tshirt bill,Shopping
protein powder subscription,Health
insta python course,Education
online amazon prime subscription,Entertainment
insta cab fare bill,Transport
online gym fee fee,Health
urgent apollo pharmacy recharge,Health
late night medical shop subscription,Health
late night face wash purchase,Personal Care
online subscription payment payment,Bills
insta service charge fee,Others
atta purchase,Groceries
extra eggs order,Groceries
daily bread omelette purchase,Food
extra watch expense,Shopping
monthly loan emi fee,Bills
quick dinner premium,Food
gift wrap expense,Gifts
insta spotify premium,Entertainment
late night metro purchase,Transport
late night cycle cover premium,Shopping
gas bill payment,Bills
urgent fruits premium,Groceries
quick trip food bill,Travel
extra book purchase,Education
online cash received premium,Others
late night laptop stand recharge,Shopping
extra clinic fee bill,Health
monthly bread purchase,Groceries
monthly airtel recharge fee,Bills
insta postpaid bill expense,Bills
late night friend gift recharge,Gifts
late night shirt premium,Shopping
quick helmet premium,Shopping
late night parking fee fee,Transport
late night pg rent fee,Rent
quick tea,Food
quick lunch subscription,Food
dinner fee,Food
urgent outstation train fee,Travel
keyboard fee,Shopping
daily hotstar bill,Entertainment
insta trading money purchase,Investment
extra cycle cover recharge,Shopping
monthly python course bill,Education
quick broadband bill bill,Bills
cash given expense,Others
monthly usb cable subscription,Shopping
monthly airtel recharge recharge,Bills
monthly burger recharge,Food
insta python course order,Education
urgent broadband bill fee,Bills
daily shoes payment,Shopping
online tuition fee premium,Education
salary income expense,Salary
extra tuition fee payment,Education
monthly loan emi recharge,Bills
online salary credited premium,Salary
monthly random payment bill,Others
online flat rent recharge,Rent
late night mouse order,Shopping
extra unknown expense payment,Others
insta freelance payment order,Salary
monthly donation subscription,Others
monthly bike service purchase,Transport
insta gym fee fee,Health
urgent auto fare fee,Transport
daily cab fare,Transport
quick apollo pharmacy expense,Health
extra bus ticket purchase,Transport
urgent flight ticket fee,Travel
monthly clinic fee order,Health
daily swiggy order expense,Food
online etf purchase expense,Investment
urgent dosa fee,Food
monthly cheese recharge,Groceries
late night dosa recharge,Food
insta bike petrol subscription,Transport
eb bill expense,Bills
monthly monthly salary expense,Salary
extra body spray subscription,Personal Care
quick parking fee order,Transport
insta flipkart shopping premium,Shopping
monthly dental checkup,Health
online subway recharge,Food
urgent paneer fee,Groceries
insta bag recharge,Shopping
monthly stationery purchase,Shopping
insta fried rice purchase,Food
monthly postpaid bill recharge,Bills
urgent dress subscription,Shopping
monthly myntra order premium,Shopping
insta ola cab premium,Transport
daily karaoke expense,Entertainment
online amazon prime fee,Entertainment
internet recharge purchase,Bills
late night tea,Food
monthly dinner premium,Food
quick idli subscription,Food
late night mutual fund payment,Investment
quick medicine order,Health
online watch recharge,Shopping
insta flipkart shopping premium,Shopping
daily ola cab,Transport
monthly electricity bill purchase,Bills
online biryani subscription,Food
late night milk,Groceries
daily biryani fee,Food
online medicine payment,Health
daily apollo pharmacy bill,Health
urgent paneer order,Groceries
quick eye test purchase,Health
biryani payment,Food
quick dress bill,Shopping
online swiggy order recharge,Food
online skin care bill,Personal Care
eb bill fee,Bills
cheese expense,Groceries
taxi fare recharge,Transport
monthly bitcoin subscription,Investment
insta internet recharge order,Bills
late night bank penalty bill,Others
quick misc expense payment,Others
late night hostel rent order,Rent
extra apollo pharmacy bill,Health
monthly trip food premium,Travel
extra bread omelette purchase,Food
late night postpaid bill order,Bills
online bread omelette subscription,Food
quick internship stipend purchase,Salary
extra tuition fee expense,Education
late night certification fee order,Education
daily rent payment purchase,Rent
daily mutual fund order,Investment
extra juice order,Food
trip expense,Travel
monthly certification fee,Education
extra beard trim payment,Personal Care
daily fish,Groceries
urgent salary deposit fee,Salary
extra parking fee bill,Transport
online zepto purchase,Groceries
insta flipkart shopping bill,Shopping
urgent bag fee,Shopping
monthly subscription payment subscription,Bills
quick bread purchase,Groceries
coursera subscription,Education
late night bonus amount subscription,Salary
insta service charge,Others
urgent hotel booking bill,Travel
late night anniversary gift purchase,Gifts
urgent jeans payment,Shopping
monthly rice bill,Groceries
bike service,Transport
online usb cable order,Shopping
insta amazon order expense,Shopping
extra metro premium,Transport
online random payment order,Others
urgent taxi fare payment,Transport
extra myntra order order,Shopping
quick travel bag subscription,Travel
quick shirt bill,Shopping
late night ice cream premium,Food
late night chicken rice subscription,Food
oil packet,Groceries
monthly salon expense order,Personal Care
monthly cycle cover payment,Shopping
extra dosa fee,Food
urgent pizza recharge,Food
salary income bill,Salary
urgent chicken rice order,Food
urgent udemy course,Education
urgent sip investment payment,Investment
music subscription bill,Entertainment
online train pass bill,Transport
late night cash received premium,Others
daily gift card premium,Gifts
insta unexpected expense subscription,Others
daily amazon order recharge,Shopping
online monthly rent order,Rent
daily fish recharge,Groceries
extra monthly rent recharge,Rent
daily chicken rice expense,Food
daily zepto premium,Groceries
monthly resort booking premium,Travel
extra coffee purchase,Food
urgent postpaid bill,Bills
quick python course purchase,Education
monthly eggs fee,Groceries
daily soap payment,Personal Care
quick service charge premium,Others
urgent dmart,Groceries
urgent salary credited order,Salary
late night fuel refill expense,Transport
online parking fee order,Transport
monthly wifi bill subscription,Bills
online amazon prime premium,Entertainment
daily house rent bill,Rent
late night chicken recharge,Groceries
quick ola cab expense,Transport
online random payment expense,Others
urgent doctor visit order,Health
insta cycle cover recharge,Shopping
urgent salon expense purchase,Personal Care
online gift card bill,Gifts
urgent online course order,Education
urgent ml course order,Education
insta jeans expense,Shopping
extra cake,Food
monthly ml course purchase,Education
beard trim subscription,Personal Care
quick repair work fee,Others
monthly anniversary gift recharge,Gifts
cycle cover purchase,Shopping
online bus ticket expense,Transport
daily internship stipend subscription,Salary
monthly exam fee expense,Education
quick dth recharge bill,Bills
daily concert ticket purchase,Entertainment
urgent trading money,Investment
late night amazon prime payment,Entertainment
medicine,Health
daily fried rice,Food
quick local train premium,Transport
urgent shoes purchase,Shopping
late night fine amount subscription,Others
insta ml course,Education
quick biryani order,Food
extra misc expense expense,Others
urgent milk subscription,Groceries
late night spotify premium bill,Entertainment
urgent donation purchase,Others
mobile cover,Shopping
daily bike petrol fee,Transport
daily clinic fee fee,Health
late night mouse purchase,Shopping
quick toiletries expense,Personal Care
urgent college fee premium,Education
daily music subscription subscription,Entertainment
online cake order,Food
urgent movie ticket,Entertainment
monthly dth recharge recharge,Bills
daily chicken premium,Groceries
extra petrol bill,Transport
late night medical shop subscription,Health
online cheese expense,Groceries
extra nail cutter order,Personal Care
quick random payment recharge,Others
quick bag premium,Shopping
late night amazon prime premium,Entertainment
urgent water bill subscription,Bills
urgent fruits expense,Groceries
extra eb bill premium,Bills
urgent broadband bill bill,Bills
online airtel recharge recharge,Bills
online anniversary gift expense,Gifts
freelance payment bill,Salary
daily rice fee,Groceries
online cab fare fee,Transport
extra coffee fee,Food
online tuition fee,Education
urgent bread omelette payment,Food
urgent health checkup subscription,Health
local train premium,Transport
urgent gas bill fee,Bills
ml course order,Education
quick local train order,Transport
urgent online course order,Education
insta bonus amount purchase,Salary
quick hospital bill expense,Health
urgent eb bill bill,Bills
monthly hostel rent premium,Rent
quick chicken rice premium,Food
daily juice premium,Food
monthly monthly rent,Rent
late night gaming fee,Entertainment
extra pg rent premium,Rent
monthly bread omelette order,Food
wedding gift purchase,Gifts
monthly coffee subscription,Food
online youtube premium order,Entertainment
insta health checkup recharge,Health
urgent loan emi,Bills
daily laptop stand bill,Shopping
salary income order,Salary
quick trip expense fee,Travel
late night earbuds bill,Shopping
monthly ice cream bill,Food
quick mobile cover subscription,Shopping
late night water bill expense,Bills
extra tea bill,Food
quick amirthanjan purchase,Health
quick bread,Groceries
online credit card bill,Bills
online cab fare order,Transport
quick cycle cover premium,Shopping
cash given payment,Others
late night gift card bill,Gifts
online cash received order,Others
late night groww investment premium,Investment
monthly python course purchase,Education
extra postpaid bill purchase,Bills
quick tshirt expense,Shopping
insta certification fee subscription,Education
monthly fine amount subscription,Others
online medicine payment,Health
monthly uber auto fee,Transport
insta oil packet fee,Groceries
online college fee purchase,Education
late night coffee payment,Food
jio recharge payment,Bills
urgent fried rice fee,Food
urgent birthday gift payment,Gifts
monthly metro,Transport
late night credit card bill order,Bills
monthly gold investment bill,Investment
daily keyboard recharge,Shopping
bigbasket bill,Groceries
quick react course order,Education
online gas bill payment,Bills
biryani order,Food
extra honeymoon trip recharge,Travel
online hospital bill,Health
quick notes xerox expense,Education
quick loan emi bill,Bills
insta electricity bill order,Bills
monthly vitamin tablets recharge,Health
extra mess fee bill,Food
monthly gift purchase premium,Gifts
late night train pass premium,Transport
extra eye test expense,Health
daily bread omelette,Food
monthly uber auto bill,Transport
monthly burger subscription,Food
daily hotstar recharge,Entertainment
extra paneer premium,Groceries
late night room rent expense,Rent
quick taxi fare payment,Transport
urgent bank penalty,Others
urgent makeup kit purchase,Personal Care
urgent health checkup purchase,Health
late night hostel rent expense,Rent
extra bigbasket subscription,Groceries
late night book purchase recharge,Education
online tea recharge,Food
extra groww investment purchase,Investment
online broadband bill expense,Bills
daily electricity bill,Bills
movie ticket,Entertainment
urgent parotta,Food
online chicken,Groceries
late night dth recharge expense,Bills
late night makeup kit premium,Personal Care
online gold investment fee,Investment
urgent airtel recharge bill,Bills
quick tshirt recharge,Shopping
urgent resort booking fee,Travel
insta trip expense,Travel
quick hair cut recharge,Personal Care
uber auto order,Transport
urgent dinner subscription,Food
extra broadband bill recharge,Bills
quick hotel booking order,Travel
daily bike petrol purchase,Transport
ice cream payment,Food
extra resort booking fee,Travel
daily bag payment,Shopping
medical shop,Health
quick loan emi fee,Bills
insta shoes,Shopping
monthly internet recharge fee,Bills
late night usb cable bill,Shopping
urgent myntra order payment,Shopping
room rent premium,Rent
insta ola cab purchase,Transport
insta amazon order purchase,Shopping
quick parking fee fee,Transport
daily dmart fee,Groceries
online oil packet subscription,Groceries
daily coffee,Food
daily parking fee,Transport
urgent charger fee,Shopping
late night loan emi order,Bills
monthly parking fee,Transport
extra internet recharge bill,Bills
online diesel payment,Transport
monthly cycle cover premium,Shopping
monthly ola cab order,Transport
daily diesel recharge,Transport
daily ice cream order,Food
monthly gas bill expense,Bills
late night taxi fare premium,Transport
quick hotstar subscription,Entertainment
skin care order,Personal Care
late night subscription payment recharge,Bills
daily music subscription fee,Entertainment
online flight ticket purchase,Travel
daily amazon order purchase,Shopping
online body spray premium,Personal Care
online juice purchase,Food
online hospital bill payment,Health
monthly gaming expense,Entertainment
online dominos premium,Food
extra loan emi order,Bills
insta apollo pharmacy premium,Health
helmet subscription,Shopping
late night monthly rent,Rent
monthly dth recharge premium,Bills
insta butter subscription,Groceries
quick hospital bill,Health
online shampoo recharge,Personal Care
daily shirt bill,Shopping
online shampoo purchase,Personal Care
urgent auto fare bill,Transport
daily gym fee premium,Health
insta bigbasket subscription,Groceries
pizza expense,Food
online snacks expense,Food
late night bigbasket bill,Groceries
insta earbuds bill,Shopping
daily protein powder subscription,Health
late night ola cab purchase,Transport
insta cheese order,Groceries
late night bread omelette purchase,Food
urgent parking fee order,Transport
daily vegetables purchase,Groceries
extra salary deposit,Salary
urgent shirt order,Shopping
loan emi,Bills
quick hospital bill subscription,Health
quick holiday booking subscription,Travel
extra random payment,Others
daily paneer expense,Groceries
insta travel bag payment,Travel
urgent internship stipend fee,Salary
quick eye test recharge,Health
sugar purchase,Groceries
ice cream,Food
insta bike petrol expense,Transport
online mutual fund fee,Investment
extra metro,Transport
insta bike service payment,Transport
online cake bill,Food
quick amirthanjan bill,Health
extra hotel booking premium,Travel
insta pizza order,Food
online watch recharge,Shopping
late night electricity bill subscription,Bills
insta mobile recharge bill,Bills
quick udemy course,Education
insta unknown expense purchase,Others
urgent room rent fee,Rent
online donation recharge,Others
urgent birthday gift bill,Gifts
monthly shawarma order,Food
daily uber auto purchase,Transport
quick eye test order,Health
late night travel bag premium,Travel
quick hotel booking order,Travel
insta salon expense recharge,Personal Care
monthly outstation train payment,Travel
book purchase recharge,Education
monthly holiday booking premium,Travel
urgent jeans order,Shopping
daily trading money fee,Investment
daily zepto recharge,Groceries
monthly bag,Shopping
quick eb bill premium,Bills
spotify premium recharge,Entertainment
daily youtube premium subscription,Entertainment
online bus ticket fee,Transport
insta vacation cab purchase,Travel
daily clinic fee fee,Health
quick monthly rent recharge,Rent
urgent mouse fee,Shopping
insta internship stipend fee,Salary
quick oil packet payment,Groceries
quick fuel refill bill,Transport
online bag bill,Shopping
daily hostel rent bill,Rent
online zepto payment,Groceries
urgent movie ticket fee,Entertainment
monthly free fire diamonds purchase,Entertainment
insta coffee order,Food
late night pizza fee,Food
urgent dress recharge,Shopping
daily eb bill subscription,Bills
quick mobile recharge premium,Bills
quick gym fee bill,Health
late night toiletries purchase,Personal Care
daily snacks order,Food
extra travel bag premium,Travel
late night diesel premium,Transport
online swiggy order bill,Food
insta gift purchase expense,Gifts
urgent movie ticket purchase,Entertainment
insta helmet purchase,Shopping
extra gym fee order,Health
urgent fuel refill premium,Transport
online subway order,Food
quick flat rent premium,Rent
urgent bike petrol purchase,Transport
monthly mobile cover,Shopping
monthly butter recharge,Groceries
extra gift card subscription,Gifts
online face wash premium,Personal Care
daily soap premium,Personal Care
online travel bag expense,Travel
daily train pass fee,Transport
online wedding gift payment,Gifts
quick python course payment,Education
online course order,Education
online react course subscription,Education
extra pg rent premium,Rent
late night semester fee premium,Education
extra mouse expense,Shopping
dinner payment,Food
udemy course expense,Education
late night movie ticket,Entertainment
tour package,Travel
extra vitamin tablets payment,Health
quick usb cable purchase,Shopping
insta shoes purchase,Shopping
parking fee payment,Transport
quick shirt purchase,Shopping
extra misc expense premium,Others
quick pubg uc payment,Entertainment
online exam fee order,Education
insta paneer subscription,Groceries
monthly loan emi,Bills
online shoes order,Shopping
quick electricity bill fee,Bills
online diesel payment,Transport
online trip food purchase,Travel
apartment rent premium,Rent
daily myntra order fee,Shopping
extra tour package fee,Travel
extra credit card bill,Bills
urgent fried rice,Food
monthly semester fee expense,Education
monthly trading money subscription,Investment
insta dth recharge recharge,Bills
online shawarma expense,Food
insta atta payment,Groceries
quick cheese recharge,Groceries
daily eb bill expense,Bills
monthly fuel refill expense,Transport
health checkup purchase,Health
extra freelance payment payment,Salary
quick metro order,Transport
urgent flipkart shopping fee,Shopping
extra biryani,Food
beard trim subscription,Personal Care
book purchase payment,Education
train pass bill,Transport
online eggs fee,Groceries
extra chicken rice,Food
insta birthday gift order,Gifts
online juice recharge,Food
medicine payment,Health
insta skin care bill,Personal Care
extra spotify premium premium,Entertainment
daily unknown expense fee,Others
monthly amazon prime expense,Entertainment
monthly petrol recharge,Transport
extra helmet purchase,Shopping
online cake fee,Food
daily concert ticket payment,Entertainment
late night etf purchase bill,Investment
insta salary credited payment,Salary
online sugar bill,Groceries
monthly crypto investment subscription,Investment
daily stationery purchase,Shopping
hospital bill bill,Health
extra idli subscription,Food
daily beach resort purchase,Travel
quick toiletries premium,Personal Care
urgent apartment rent subscription,Rent
quick ice cream,Food
insta soap payment,Personal Care
online tour package,Travel
late night concert ticket payment,Entertainment
holiday booking bill,Travel
extra chicken,Groceries
daily fine amount bill,Others
daily monthly rent recharge,Rent
insta cab fare fee,Transport
monthly instamart payment,Groceries
insta perfume subscription,Personal Care
oil packet premium,Groceries
monthly cash given bill,Others
quick eggs payment,Groceries
insta parking fee order,Transport
