expenseName,expenseCategory
late night eggs recharge,Groceries
insta repair work fee,Others
insta beach resort fee,Travel
insta subscription payment fee,Bills
online water bill order,Bills
daily stationery payment,Shopping
daily salary deposit recharge,Salary
extra diesel premium,Transport
urgent airtel recharge premium,Bills
daily ml course payment,Education
online shirt payment,Shopping
late night dal recharge,Groceries
insta medicine premium,Health
kfc recharge,Food
online wifi bill fee,Bills
urgent tea payment,Food
quick internship stipend subscription,Salary
monthly fish subscription,Groceries
monthly watch order,Shopping
flat rent recharge,Rent
insta bank penalty fee,Others
monthly milk order,Groceries
online paneer premium,Groceries
extra toiletries premium,Personal Care
monthly airtel recharge fee,Bills
urgent beard trim subscription,Personal Care
dominos fee,Food
late night cheese order,Groceries
quick donation bill,Others
extra concert ticket subscription,Entertainment
insta burger purchase,Food
late night doctor visit fee,Health
online bike petrol expense,Transport
monthly flight ticket purchase,Travel
bread omelette expense,Food
hostel rent order,Rent
late night trip food recharge,Travel
insta water bill subscription,Bills
online swiggy order expense,Food
friend gift order,Gifts
body spray payment,Personal Care
quick electricity bill premium,Bills
insta protein powder bill,Health
extra internship stipend recharge,Salary
daily shampoo premium,Personal Care
quick skin care,Personal Care
late night salary deposit fee,Salary
daily mobile recharge bill,Bills
quick fuel refill purchase,Transport
quick fruits premium,Groceries
quick bike service,Transport
quick dal payment,Groceries
online eggs recharge,Groceries
extra tea premium,Food
urgent soap fee,Personal Care
extra ice cream,Food
python course order,Education
mobile recharge purchase,Bills
quick biryani order,Food
hostel rent expense,Rent
milk expense,Groceries
urgent taxi fare premium,Transport
quick bitcoin fee,Investment
late night house rent purchase,Rent
quick pubg uc,Entertainment
online clinic fee,Health
online python course order,Education
daily unexpected expense bill,Others
daily gift card payment,Gifts
late night fruits,Groceries
daily taxi fare order,Transport
udemy course expense,Education
monthly juice expense,Food
insta salt recharge,Groceries
extra sip investment order,Investment
extra bus ticket,Transport
monthly mobile cover expense,Shopping
extra health checkup payment,Health
extra bread premium,Groceries
ola cab order,Transport
insta tea order,Food
online health checkup,Health
late night water bill premium,Bills
daily watch,Shopping
extra cab fare subscription,Transport
daily train pass recharge,Transport
doctor visit premium,Health
freelance payment payment,Salary
quick zerodha payment,Investment
monthly uber auto payment,Transport
extra gaming expense,Entertainment
quick youtube premium purchase,Entertainment
train pass bill,Transport
monthly medicine payment,Health
vitamin tablets payment,Health
urgent watch recharge,Shopping
online free fire diamonds expense,Entertainment
monthly repair work premium,Others
quick subscription payment expense,Bills
late night bag payment,Shopping
monthly petrol order,Transport
late night airtel recharge purchase,Bills
late night burger purchase,Food
bike petrol subscription,Transport
urgent chicken rice payment,Food
insta postpaid bill payment,Bills
urgent earbuds,Shopping
online keyboard premium,Shopping
monthly random payment purchase,Others
insta jio recharge bill,Bills
extra coffee fee,Food
daily laptop stand recharge,Shopping
insta charger subscription,Shopping
monthly toiletries recharge,Personal Care
quick unexpected expense purchase,Others
monthly amirthanjan fee,Health
perfume recharge,Personal Care
urgent shoes recharge,Shopping
monthly zomato order premium,Food
dosa recharge,Food
monthly dosa subscription,Food
monthly semester fee order,Education
daily stock purchase fee,Investment
monthly hotstar,Entertainment
daily skin care premium,Personal Care
electricity bill bill,Bills
daily myntra order premium,Shopping
monthly chicken rice recharge,Food
urgent notes xerox recharge,Education
late night airtel recharge,Bills
monthly helmet subscription,Shopping
monthly dth recharge bill,Bills
late night tshirt order,Shopping
cab fare subscription,Transport
monthly amirthanjan purchase,Health
insta metro premium,Transport
urgent doctor visit premium,Health
insta dress bill,Shopping
late night tea order,Food
online vitamin tablets,Health
insta youtube premium recharge,Entertainment
daily tea bill,Food
urgent hospital bill recharge,Health
insta kfc bill,Food
late night shoes,Shopping
insta helmet purchase,Shopping
online mouse expense,Shopping
online gym fee,Health
jio recharge expense,Bills
quick dinner payment,Food
late night free fire diamonds fee,Entertainment
extra beach resort purchase,Travel
urgent taxi fare payment,Transport
amazon order fee,Shopping
online trip expense expense,Travel
monthly cab fare recharge,Transport
quick dal fee,Groceries
daily kfc bill,Food
urgent lunch order,Food
late night notes xerox order,Education
online salary credited expense,Salary
urgent eggs purchase,Groceries
urgent gym fee fee,Health
extra milk subscription,Groceries
insta diesel fee,Transport
extra postpaid bill order,Bills
urgent broadband bill order,Bills
online vegetables fee,Groceries
monthly family gift purchase,Gifts
daily freelance payment expense,Salary
cycle cover premium,Shopping
monthly stationery bill,Shopping
urgent crypto investment purchase,Investment
urgent pizza bill,Food
monthly zerodha premium,Investment
insta petrol purchase,Transport
juice premium,Food
fried rice expense,Food
late night cheese,Groceries
extra zerodha,Investment
insta honeymoon trip payment,Travel
online cycle cover purchase,Shopping
urgent hair cut subscription,Personal Care
late night stationery subscription,Shopping
online random payment subscription,Others
eb bill expense,Bills
online bus ticket expense,Transport
monthly salary credited expense,Salary
butter purchase,Groceries
late night trip expense premium,Travel
urgent eggs recharge,Groceries
late night gold investment expense,Investment
quick shoes recharge,Shopping
quick shirt subscription,Shopping
online milk expense,Groceries
monthly monthly salary purchase,Salary
quick airtel recharge,Bills
rapido purchase,Transport
daily gift purchase payment,Gifts
urgent dal fee,Groceries
quick unexpected expense bill,Others
urgent medical shop recharge,Health
online pubg uc recharge,Entertainment
online usb cable payment,Shopping
extra hotel booking premium,Travel
sip investment premium,Investment
insta salon expense payment,Personal Care
urgent steam games premium,Entertainment
insta butter payment,Groceries
online earbuds purchase,Shopping
mobile cover subscription,Shopping
insta metro payment,Transport
quick oil packet payment,Groceries
online youtube premium fee,Entertainment
insta shawarma premium,Food
extra zepto premium,Groceries
daily bigbasket recharge,Groceries
quick zerodha bill,Investment
late night amazon prime fee,Entertainment
monthly ice cream fee,Food
insta dth recharge payment,Bills
daily mouse expense,Shopping
quick unexpected expense fee,Others
urgent coffee premium,Food
monthly trip food premium,Travel
late night mobile recharge recharge,Bills
insta airtel recharge fee,Bills
monthly eggs order,Groceries
insta stationery payment,Shopping
extra bus ticket bill,Transport
extra family gift order,Gifts
monthly misc expense subscription,Others
monthly beard trim order,Personal Care
late night mess fee payment,Food
online broadband bill bill,Bills
movie ticket premium,Entertainment
extra canteen food recharge,Food
insta house rent expense,Rent
monthly wifi bill subscription,Bills
monthly loan emi payment,Bills
urgent dental checkup recharge,Health
daily sip investment bill,Investment
online unexpected expense payment,Others
online earbuds order,Shopping
daily fish order,Groceries
online holiday booking fee,Travel
urgent parking fee premium,Transport
quick usb cable expense,Shopping
extra mess fee order,Food
surprise gift order,Gifts
quick steam games expense,Entertainment
monthly mobile cover fee,Shopping
insta bike petrol fee,Transport
quick notes xerox bill,Education
salary credited purchase,Salary
online rapido fee,Transport
urgent shoes premium,Shopping
diesel order,Transport
quick gym fee expense,Health
late night unknown expense payment,Others
monthly wifi bill bill,Bills
flat rent subscription,Rent
quick tshirt,Shopping
online service charge order,Others
urgent fuel refill purchase,Transport
quick festival expense subscription,Others
monthly clinic fee premium,Health
daily vegetables payment,Groceries
extra milk order,Groceries
insta shirt expense,Shopping
daily misc expense recharge,Others
online flat rent expense,Rent
extra tshirt subscription,Shopping
insta parotta order,Food
monthly cab fare purchase,Transport
daily burger bill,Food
monthly jio recharge premium,Bills
insta butter fee,Groceries
quick mess fee expense,Food
quick shampoo,Personal Care
quick bitcoin premium,Investment
extra trip expense purchase,Travel
daily tshirt bill,Shopping
quick water bill bill,Bills
late night flat rent payment,Rent
monthly usb cable order,Shopping
late night soap subscription,Personal Care
extra face wash premium,Personal Care
daily sugar bill,Groceries
daily concert ticket fee,Entertainment
monthly eggs payment,Groceries
quick hair cut payment,Personal Care
parotta payment,Food
daily diesel order,Transport
daily salt,Groceries
monthly music subscription subscription,Entertainment
insta flight ticket bill,Travel
college fee expense,Education
extra wedding gift expense,Gifts
quick juice expense,Food
online freelance payment recharge,Salary
monthly dental checkup payment,Health
surprise gift payment,Gifts
monthly dominos premium,Food
quick amazon order order,Shopping
quick notes xerox,Education
insta random payment purchase,Others
quick cash received subscription,Others
shoes subscription,Shopping
late night unexpected expense recharge,Others
online body spray payment,Personal Care
quick canteen food bill,Food
online surprise gift recharge,Gifts
online course recharge,Education
daily broadband bill,Bills
daily trading money,Investment
online atta,Groceries
urgent gift card subscription,Gifts
insta ola cab subscription,Transport
insta sugar,Groceries
insta mouse expense,Shopping
online bus ticket order,Transport
daily water bill recharge,Bills
monthly medical shop fee,Health
urgent kfc order,Food
quick repair work payment,Others
quick concert ticket bill,Entertainment
urgent misc expense expense,Others
online bigbasket bill,Groceries
urgent bitcoin expense,Investment
jio recharge,Bills
urgent gym fee order,Health
daily apartment rent premium,Rent
quick makeup kit,Personal Care
online friend gift payment,Gifts
monthly nail cutter,Personal Care
urgent internship stipend premium,Salary
quick bank penalty premium,Others
insta chicken expense,Groceries
urgent free fire diamonds subscription,Entertainment
extra kfc order,Food
quick watch bill,Shopping
urgent beard trim expense,Personal Care
online parotta bill,Food
monthly milk premium,Groceries
extra salary credited payment,Salary
late night butter recharge,Groceries
daily flipkart shopping recharge,Shopping
insta ml course,Education
amazon prime,Entertainment
cake subscription,Food
quick rapido expense,Transport
daily fish,Groceries
online beach resort order,Travel
daily credit card bill expense,Bills
daily donation bill,Others
daily notes xerox payment,Education
daily diesel subscription,Transport
late night holiday booking recharge,Travel
quick pubg uc premium,Entertainment
monthly chicken bill,Groceries
late night water bill,Bills
late night diesel recharge,Transport
online laptop stand premium,Shopping
urgent lunch premium,Food
daily instamart fee,Groceries
insta bigbasket purchase,Groceries
quick lunch expense,Food
urgent local train bill,Transport
daily fine amount,Others
monthly snacks order,Food
extra dmart payment,Groceries
monthly shirt purchase,Shopping
late night bread omelette premium,Food
extra bread bill,Groceries
extra bag recharge,Shopping
monthly cash given premium,Others
quick canteen food payment,Food
extra honeymoon trip order,Travel
salt fee,Groceries
daily free fire diamonds bill,Entertainment
urgent cash given purchase,Others
holiday booking order,Travel
fuel refill recharge,Transport
insta rice subscription,Groceries
mouse bill,Shopping
extra milk recharge,Groceries
monthly shawarma bill,Food
extra mutual fund fee,Investment
surprise gift premium,Gifts
daily hostel rent recharge,Rent
monthly medicine payment,Health
late night exam fee payment,Education
daily etf purchase,Investment
extra bread,Groceries
extra jeans order,Shopping
extra keyboard premium,Shopping
urgent bitcoin,Investment
quick dosa bill,Food
daily festival expense payment,Others
postpaid bill premium,Bills
extra share auto premium,Transport
urgent karaoke recharge,Entertainment
quick medicine expense,Health
monthly myntra order bill,Shopping
extra myntra order bill,Shopping
insta mutual fund premium,Investment
late night hostel rent expense,Rent
late night swiggy order subscription,Food
extra online course recharge,Education
urgent salt fee,Groceries
quick metro order,Transport
insta bread omelette purchase,Food
quick sip investment recharge,Investment
jeans payment,Shopping
urgent petrol recharge,Transport
insta shawarma order,Food
quick paneer,Groceries
fried rice purchase,Food
late night shampoo subscription,Personal Care
monthly mobile recharge subscription,Bills
coffee subscription,Food
monthly tshirt,Shopping
online gym fee payment,Health
insta dth recharge bill,Bills
extra swiggy order bill,Food
extra coursera subscription recharge,Education
earbuds bill,Shopping
laptop stand fee,Shopping
monthly fine amount fee,Others
urgent pizza order,Food
quick mess fee order,Food
late night clinic fee expense,Health
extra tour package purchase,Travel
quick semester fee expense,Education
daily tour package premium,Travel
urgent chicken rice order,Food
online charger fee,Shopping
extra diesel order,Transport
daily bank penalty expense,Others
extra milk expense,Groceries
urgent charger bill,Shopping
daily youtube premium bill,Entertainment
insta monthly salary,Salary
daily dth recharge bill,Bills
urgent protein powder order,Health
insta chicken order,Groceries
quick dominos expense,Food
late night college fee payment,Education
extra stationery,Shopping
insta youtube premium bill,Entertainment
quick cab fare order,Transport
internship stipend order,Salary
urgent family gift,Gifts
late night house rent premium,Rent
insta donation expense,Others
urgent resort booking payment,Travel
daily netflix purchase,Entertainment
late night spotify premium premium,Entertainment
online watch order,Shopping
daily zomato order purchase,Food
late night salon expense recharge,Personal Care
late night bank penalty recharge,Others
quick electricity bill order,Bills
late night college fee recharge,Education
extra flipkart shopping recharge,Shopping
urgent dental checkup premium,Health
late night shirt recharge,Shopping
late night crypto investment premium,Investment
urgent resort booking,Travel
monthly hotel booking subscription,Travel
monthly dth recharge expense,Bills
beach resort recharge,Travel
daily dal purchase,Groceries
insta music subscription expense,Entertainment
extra skin care recharge,Personal Care
insta hair cut payment,Personal Care
quick travel bag order,Travel
local train recharge,Transport
monthly amazon order fee,Shopping
extra shoes premium,Shopping
monthly coursera subscription payment,Education
urgent vitamin tablets,Health
daily apollo pharmacy bill,Health
monthly mobile cover fee,Shopping
quick mobile recharge subscription,Bills
kfc order,Food
urgent chicken rice,Food
late night diesel payment,Transport
insta eye test,Health
family gift expense,Gifts
extra zomato order bill,Food
daily myntra order order,Shopping
insta tea recharge,Food
extra salary deposit subscription,Salary
late night laptop stand subscription,Shopping
makeup kit premium,Personal Care
insta repair work premium,Others
quick fish payment,Groceries
flat rent bill,Rent
hospital bill payment,Health
online tshirt premium,Shopping
insta fried rice,Food
urgent doctor visit bill,Health
daily semester fee premium,Education
mouse premium,Shopping
late night cab fare order,Transport
late night dominos recharge,Food
late night music subscription payment,Entertainment
monthly sip investment bill,Investment
daily laptop stand,Shopping
daily flipkart shopping payment,Shopping
insta dosa subscription,Food
monthly gift card premium,Gifts
online outstation train fee,Travel
extra dth recharge recharge,Bills
online gym fee subscription,Health
late night flipkart shopping,Shopping
daily parking fee order,Transport
quick local train payment,Transport
hotel booking subscription,Travel
surprise gift expense,Gifts
extra fruits,Groceries
insta gas bill bill,Bills
late night eye test subscription,Health
late night dress payment,Shopping
urgent train pass premium,Transport
extra charger subscription,Shopping
insta music subscription order,Entertainment
insta pg rent payment,Rent
online notes xerox fee,Education
insta chicken bill,Groceries
daily amirthanjan bill,Health
monthly burger purchase,Food
monthly tea expense,Food
late night dress premium,Shopping
insta water bill bill,Bills
online mutual fund fee,Investment
urgent college fee expense,Education
monthly apartment rent bill,Rent
late night auto fare order,Transport
online flipkart shopping order,Shopping
extra fuel refill fee,Transport
parking fee bill,Transport
late night chicken rice recharge,Food
dress,Shopping
monthly notes xerox expense,Education
late night cash received bill,Others
online fish,Groceries
monthly fuel refill purchase,Transport
daily concert ticket expense,Entertainment
monthly wifi bill purchase,Bills
monthly flipkart shopping recharge,Shopping
monthly electricity bill,Bills
quick oil packet fee,Groceries
late night house rent fee,Rent
daily free fire diamonds bill,Entertainment
online broadband bill subscription,Bills
online random payment expense,Others
online bike service subscription,Transport
quick dominos purchase,Food
daily shirt premium,Shopping
late night parotta payment,Food
daily medical shop payment,Health
insta mouse,Shopping
online semester fee premium,Education
late night mouse expense,Shopping
quick stock purchase expense,Investment
pubg uc recharge,Entertainment
insta unexpected expense recharge,Others
quick myntra order fee,Shopping
quick music subscription expense,Entertainment
quick snacks expense,Food
late night zomato order expense,Food
late night local train,Transport
online wedding gift recharge,Gifts
quick rapido payment,Transport
extra amazon order,Shopping
late night chicken rice payment,Food
late night festival expense purchase,Others
monthly python course recharge,Education
online apartment rent,Rent
daily random payment recharge,Others
insta exam fee payment,Education
urgent charger,Shopping
health checkup expense,Health
late night eggs subscription,Groceries
late night ml course fee,Education
late night bonus amount bill,Salary
insta udemy course fee,Education
quick shawarma bill,Food
quick skin care subscription,Personal Care
late night stock purchase expense,Investment
daily cash given subscription,Others
daily dmart,Groceries
daily fried rice subscription,Food
online honeymoon trip payment,Travel
extra helmet recharge,Shopping
insta milk order,Groceries
monthly internet recharge premium,Bills
monthly beach resort subscription,Travel
burger recharge,Food
monthly rent payment premium,Rent
online movie ticket subscription,Entertainment
quick kfc subscription,Food
online cake recharge,Food
daily mouse bill,Shopping
urgent exam fee purchase,Education
late night gift purchase purchase,Gifts
urgent gaming purchase,Entertainment
quick dental checkup premium,Health
monthly amirthanjan,Health
late night medical shop expense,Health
monthly airtel recharge subscription,Bills
monthly shoes,Shopping
late night bonus amount order,Salary
quick metro payment,Transport
late night gaming payment,Entertainment
urgent python course recharge,Education
daily credit card bill recharge,Bills
quick stationery expense,Shopping
quick earbuds expense,Shopping
extra vitamin tablets premium,Health
online mobile cover,Shopping
quick fine amount order,Others
quick dental checkup recharge,Health
online canteen food payment,Food
extra dress fee,Shopping
urgent ola cab fee,Transport
monthly beach resort expense,Travel
online eb bill purchase,Bills
extra zepto purchase,Groceries
urgent internship stipend order,Salary
quick water bill order,Bills
daily loan emi premium,Bills
insta toiletries subscription,Personal Care
urgent shoes,Shopping
quick free fire diamonds expense,Entertainment
daily zomato order payment,Food
quick jeans payment,Shopping
quick mutual fund recharge,Investment
late night gift card expense,Gifts
vitamin tablets,Health
extra gaming expense,Entertainment
late night laptop stand expense,Shopping
insta fruits bill,Groceries
late night credit card bill purchase,Bills
urgent medical shop expense,Health
insta salary income recharge,Salary
daily sugar subscription,Groceries
monthly notes xerox purchase,Education
urgent ola cab premium,Transport
tea bill,Food
monthly cash received payment,Others
quick tshirt,Shopping
quick crypto investment recharge,Investment
vegetables payment,Groceries
online petrol expense,Transport
daily subway,Food
late night instamart bill,Groceries
late night bitcoin purchase,Investment
online train pass premium,Transport
online course order,Education
quick cash received expense,Others
insta eye test order,Health
urgent coursera subscription recharge,Education
online water bill payment,Bills
monthly flight ticket recharge,Travel
quick salt fee,Groceries
daily cheese,Groceries
monthly burger subscription,Food
late night oil packet,Groceries
extra beard trim payment,Personal Care
extra shampoo subscription,Personal Care
daily tuition fee purchase,Education
online metro order,Transport
extra salt payment,Groceries
uber auto,Transport
daily broadband bill order,Bills
quick music subscription subscription,Entertainment
online bread omelette recharge,Food
daily pizza,Food
daily bread omelette subscription,Food
quick eb bill premium,Bills
quick tshirt payment,Shopping
quick gift card,Gifts
online helmet subscription,Shopping
extra fuel refill order,Transport
online loan emi subscription,Bills
extra share auto recharge,Transport
quick service charge purchase,Others
daily charger recharge,Shopping
daily cash given subscription,Others
extra vitamin tablets recharge,Health
urgent gold investment recharge,Investment
online shirt purchase,Shopping
late night tuition fee expense,Education
urgent monthly salary fee,Salary
online amirthanjan order,Health
online certification fee fee,Education
urgent helmet payment,Shopping
extra fried rice,Food
extra swiggy order payment,Food
daily airtel recharge premium,Bills
late night semester fee fee,Education
fruits,Groceries
quick idli subscription,Food
late night cash given expense,Others
insta bus ticket order,Transport
extra cash given,Others
quick semester fee subscription,Education
online helmet subscription,Shopping
online beard trim recharge,Personal Care
quick apollo pharmacy expense,Health
extra dental checkup premium,Health
quick jeans payment,Shopping
urgent steam games fee,Entertainment
urgent atta fee,Groceries
daily family gift purchase,Gifts
extra ml course purchase,Education
extra dth recharge purchase,Bills
online dosa payment,Food
monthly hair cut expense,Personal Care
quick surprise gift payment,Gifts
daily trip food expense,Travel
monthly outstation train subscription,Travel
late night internet recharge,Bills
insta zepto subscription,Groceries
late night dth recharge expense,Bills
extra nail cutter fee,Personal Care
quick dominos payment,Food
laptop stand recharge,Shopping
daily coffee expense,Food
insta eb bill recharge,Bills
late night tour package payment,Travel
daily parotta order,Food
late night dental checkup expense,Health
insta repair work payment,Others
monthly body spray bill,Personal Care
late night monthly salary,Salary
daily canteen food expense,Food
urgent book purchase payment,Education
online eb bill premium,Bills
insta honeymoon trip order,Travel
wifi bill subscription,Bills
monthly share auto purchase,Transport
online karaoke fee,Entertainment
service charge subscription,Others
insta sip investment subscription,Investment
monthly soap order,Personal Care
insta steam games subscription,Entertainment
daily fine amount recharge,Others
urgent face wash payment,Personal Care
online semester fee,Education
online vacation cab subscription,Travel
daily resort booking order,Travel
insta resort booking,Travel
online protein powder payment,Health
extra bitcoin purchase,Investment
urgent hotstar expense,Entertainment
eggs,Groceries
late night subway,Food
urgent shirt premium,Shopping
vacation cab premium,Travel
urgent ice cream recharge,Food
online shirt order,Shopping
urgent eye test recharge,Health
urgent salt order,Groceries
extra bus ticket expense,Transport
online etf purchase purchase,Investment
urgent amirthanjan expense,Health
daily etf purchase premium,Investment
gaming expense,Entertainment
quick gift card,Gifts
mobile cover recharge,Shopping
monthly subway order,Food
atta bill,Groceries
online perfume recharge,Personal Care
extra room rent payment,Rent
extra airtel recharge fee,Bills
monthly sip investment recharge,Investment
monthly jio recharge expense,Bills
monthly instamart premium,Groceries
quick vegetables,Groceries
salary income bill,Salary
late night atta premium,Groceries
quick tuition fee payment,Education
monthly cycle cover order,Shopping
online tea bill,Food
daily eye test bill,Health
online cash received fee,Others
daily book purchase,Education
extra hostel rent expense,Rent
insta fish fee,Groceries
insta festival expense,Others
notes xerox,Education
online jio recharge expense,Bills
extra python course recharge,Education
late night hospital bill order,Health
online ml course bill,Education
monthly friend gift bill,Gifts
urgent loan emi order,Bills
extra python course order,Education
extra internship stipend payment,Salary
flipkart shopping recharge,Shopping
urgent mobile recharge purchase,Bills
online bonus amount payment,Salary
late night family gift purchase,Gifts
outstation train payment,Travel
insta etf purchase order,Investment
online bread omelette fee,Food
daily gaming premium,Entertainment
donation subscription,Others
insta swiggy order purchase,Food
online internet recharge,Bills
quick cab fare subscription,Transport
monthly hotel booking fee,Travel
quick dmart subscription,Groceries
insta eye test fee,Health
monthly medical shop payment,Health
extra rapido fee,Transport
monthly gaming recharge,Entertainment
urgent postpaid bill payment,Bills
monthly snacks order,Food
monthly mouse,Shopping
extra medical shop recharge,Health
urgent wedding gift order,Gifts
online crypto investment purchase,Investment
late night tshirt bill,Shopping
online apollo pharmacy purchase,Health
insta beard trim recharge,Personal Care
canteen food bill,Food
quick petrol fee,Transport
monthly juice payment,Food
spotify premium subscription,Entertainment
insta movie ticket,Entertainment
urgent online course subscription,Education
quick postpaid bill,Bills
extra gold investment recharge,Investment
extra eb bill fee,Bills
daily cash given expense,Others
monthly auto fare,Transport
late night resort booking bill,Travel
insta doctor visit order,Health
daily trip food recharge,Travel
late night ola cab purchase,Transport
late night bike service subscription,Transport
online amirthanjan,Health
urgent bigbasket subscription,Groceries
late night loan emi,Bills
monthly bread omelette fee,Food
quick unexpected expense payment,Others
monthly diesel fee,Transport
online juice bill,Food
late night fine amount expense,Others
doctor visit fee,Health
late night salary deposit recharge,Salary
extra unknown expense subscription,Others
monthly cash received premium,Others
late night medicine order,Health
urgent concert ticket order,Entertainment
urgent airtel recharge premium,Bills
monthly earbuds purchase,Shopping
late night random payment order,Others
late night gas bill expense,Bills
late night flipkart shopping premium,Shopping
monthly rent purchase,Rent
urgent room rent recharge,Rent
extra amirthanjan bill,Health
monthly credit card bill subscription,Bills
daily cash received premium,Others
extra salon expense subscription,Personal Care
quick freelance payment subscription,Salary
monthly wifi bill premium,Bills
extra oil packet expense,Groceries
late night salary income expense,Salary
monthly eggs purchase,Groceries
monthly gift card expense,Gifts
monthly swiggy order,Food
daily mutual fund subscription,Investment
quick flight ticket recharge,Travel
quick pubg uc fee,Entertainment
monthly vitamin tablets subscription,Health
extra dth recharge order,Bills
urgent gaming expense,Entertainment
quick salt payment,Groceries
quick amazon order payment,Shopping
daily clinic fee bill,Health
late night fuel refill purchase,Transport
monthly zomato order fee,Food
insta dmart order,Groceries
daily rapido bill,Transport
online coffee payment,Food
insta salary income,Salary
insta react course purchase,Education
extra flipkart shopping subscription,Shopping
online steam games order,Entertainment
quick bike service purchase,Transport
monthly family gift,Gifts
urgent travel bag fee,Travel
monthly swiggy order bill,Food
online lunch recharge,Food
urgent parking fee fee,Transport
late night vegetables order,Groceries
quick milk,Groceries
quick water bill payment,Bills
monthly service charge bill,Others
insta vacation cab recharge,Travel
quick myntra order purchase,Shopping
extra airtel recharge,Bills
late night book purchase subscription,Education
urgent resort booking fee,Travel
insta hotel booking premium,Travel
hair cut expense,Personal Care
urgent shirt,Shopping
quick biryani expense,Food
extra netflix fee,Entertainment
online hotstar subscription,Entertainment
extra charger expense,Shopping
urgent mouse premium,Shopping
monthly cycle cover purchase,Shopping
extra zerodha purchase,Investment
daily fruits order,Groceries
urgent college fee fee,Education
urgent train pass subscription,Transport
urgent paneer expense,Groceries
monthly cash received bill,Others
online festival expense purchase,Others
misc expense order,Others
urgent cheese,Groceries
quick wifi bill subscription,Bills
urgent shoes recharge,Shopping
online friend gift expense,Gifts
late night karaoke,Entertainment
late night juice payment,Food
insta instamart,Groceries
extra sip investment recharge,Investment
amazon prime payment,Entertainment
insta local train fee,Transport
urgent internet recharge,Bills
online dominos purchase,Food
extra fuel refill expense,Transport
bike service purchase,Transport
online credit card bill payment,Bills
urgent credit card bill bill,Bills
urgent credit card bill bill,Bills
online mobile cover fee,Shopping
late night bike petrol purchase,Transport
extra monthly salary purchase,Salary
daily hospital bill premium,Health
daily biryani bill,Food
extra flipkart shopping fee,Shopping
insta service charge subscription,Others
quick dinner purchase,Food
urgent steam games premium,Entertainment
extra bike service subscription,Transport
daily stationery purchase,Shopping
online bread omelette purchase,Food
daily charger order,Shopping
late night bigbasket,Groceries
daily salary income subscription,Salary
urgent semester fee payment,Education
insta dress order,Shopping
extra repair work payment,Others
insta swiggy order fee,Food
quick usb cable purchase,Shopping
insta amazon prime purchase,Entertainment
urgent travel bag premium,Travel
daily gold investment subscription,Investment
urgent internship stipend,Salary
online swiggy order purchase,Food
extra usb cable,Shopping
train pass recharge,Transport
insta unexpected expense bill,Others
movie ticket bill,Entertainment
monthly trip expense,Travel
quick honeymoon trip premium,Travel
extra health checkup recharge,Health
extra udemy course bill,Education
monthly electricity bill order,Bills
quick chicken subscription,Groceries
daily resort booking premium,Travel
daily zepto fee,Groceries
quick lunch purchase,Food
online pizza subscription,Food
daily cake,Food
fruits premium,Groceries
quick metro order,Transport
online biryani expense,Food
online amazon order expense,Shopping
urgent postpaid bill fee,Bills
monthly tuition fee premium,Education
online uber auto premium,Transport
daily hospital bill bill,Health
urgent internship stipend expense,Salary
monthly tuition fee,Education
lunch bill,Food
late night spotify premium,Entertainment
quick salon expense recharge,Personal Care
monthly medical shop subscription,Health
urgent coffee expense,Food
urgent surprise gift recharge,Gifts
monthly tea fee,Food
daily protein powder purchase,Health
monthly repair work payment,Others
monthly bigbasket payment,Groceries
extra salary credited expense,Salary
online laptop stand purchase,Shopping
insta gym fee bill,Health
insta company salary premium,Salary
cycle cover bill,Shopping
late night movie ticket recharge,Entertainment
quick random payment bill,Others
late night tuition fee payment,Education
urgent netflix premium,Entertainment
monthly coursera subscription premium,Education
late night medical shop purchase,Health
quick cake premium,Food
urgent bag purchase,Shopping
late night pizza purchase,Food
dal fee,Groceries
extra body spray purchase,Personal Care
daily hotel booking payment,Travel
fine amount payment,Others
daily dress order,Shopping
quick broadband bill fee,Bills
monthly gas bill subscription,Bills
extra dress payment,Shopping
online watch purchase,Shopping
insta dinner purchase,Food
late night tuition fee fee,Education
quick biryani premium,Food
late night college fee recharge,Education
late night coffee order,Food
pubg uc purchase,Entertainment
insta spotify premium bill,Entertainment
online internet recharge fee,Bills
late night cash given order,Others
soap recharge,Personal Care
monthly medical shop recharge,Health
late night internet recharge premium,Bills
daily skin care purchase,Personal Care
quick chicken rice purchase,Food
urgent credit card bill,Bills
movie ticket purchase,Entertainment
daily room rent purchase,Rent
shirt order,Shopping
monthly keyboard expense,Shopping
extra eye test bill,Health
extra dth recharge subscription,Bills
online udemy course subscription,Education
coursera subscription fee,Education
online zepto purchase,Groceries
urgent dosa purchase,Food
online youtube premium payment,Entertainment
amirthanjan premium,Health
urgent medicine premium,Health
late night usb cable bill,Shopping
urgent coursera subscription premium,Education
daily credit card bill purchase,Bills
monthly medical shop expense,Health
extra zepto subscription,Groceries
monthly coffee order,Food
late night certification fee bill,Education
daily dal,Groceries
urgent keyboard subscription,Shopping
urgent zomato order expense,Food
online doctor visit expense,Health
clinic fee,Health
daily college fee premium,Education
late night apollo pharmacy,Health
insta bread omelette subscription,Food
internship stipend subscription,Salary
wedding gift subscription,Gifts
extra certification fee,Education
daily milk payment,Groceries
monthly apartment rent bill,Rent
beard trim recharge,Personal Care
extra misc expense premium,Others
late night shampoo fee,Personal Care
late night hospital bill expense,Health
