elapsedDay,daysInMonth,progressRatio,spentSoFar,forecastableSpentSoFar,recurringCommittedTotal,recurringSpentSoFar,recurringPending,mtdTransactionCount,dailyTransactionFrequency,dailySpendVelocity,trailing3MonthAverage,trailing6MonthMedian,historicalTheilSenSlope,residualMad,topCategoryShare,categoryEntropy,cat_Food,cat_Transport,cat_Shopping,cat_Bills,cat_Entertainment,cat_Groceries,cat_Health,cat_Education,cat_Travel,cat_Rent,cat_Investment,cat_Salary,cat_Personal Care,cat_Gifts,cat_Others,remainingSpend
15,30,0.5,59254.65,54470.72,44433.07,38095.63,6337.44,20,1.3333,3950.31,69999.39,68887.8,421.2885,2755.67,0.3527,1.7814,0.0832,0.1349,0.1017,0.1207,0.0,0.1695,0.0,0.0,0.0,0.3527,0.0,0.0,0.0172,0.0,0.02,20875.95
18,30,0.6,63257.36,58473.43,44433.07,40158.55,4274.52,23,1.2778,3514.3,69999.39,68887.8,421.2885,2755.67,0.3304,1.7929,0.078,0.1264,0.125,0.113,0.0,0.1914,0.0,0.0,0.0,0.3304,0.0,0.0,0.017,0.0,0.0187,16873.24
22,30,0.7333,68409.6,63625.67,44433.07,40158.55,4274.52,26,1.1818,3109.53,69999.39,68887.8,421.2885,2755.67,0.3055,1.9341,0.0721,0.1169,0.1156,0.1045,0.0225,0.177,0.0,0.0,0.0,0.3055,0.0,0.0,0.0685,0.0,0.0173,11721.0
25,30,0.8333,72011.28,67227.35,44433.07,42420.33,2012.74,29,1.16,2880.45,69999.39,68887.8,421.2885,2755.67,0.2903,1.929,0.0685,0.111,0.1285,0.0993,0.0214,0.1995,0.0,0.0,0.0,0.2903,0.0,0.0,0.0651,0.0,0.0165,8119.32
28,30,0.9333,79657.6,72302.12,44433.07,44433.07,0,33,1.1786,2844.91,69999.39,68887.8,421.2885,2755.67,0.2624,2.0138,0.0619,0.1004,0.1161,0.0898,0.0323,0.2057,0.0,0.0,0.0,0.2624,0.0,0.0,0.0588,0.0,0.0727,473.0
1,30,0.0333,23180.66,23180.66,45029.21,22964.0,22065.21,3,3.0,23180.66,73267.17,68887.8,520.4009,2187.12,0.9017,0.3523,0.0,0.0,0.0093,0.0,0.0,0.089,0.0,0.0,0.0,0.9017,0.0,0.0,0.0,0.0,0.0,52695.52
3,30,0.1,23309.03,23309.03,45029.21,22964.0,22065.21,4,1.3333,7769.68,73267.17,68887.8,520.4009,2187.12,0.8967,0.3747,0.0,0.0,0.0148,0.0,0.0,0.0885,0.0,0.0,0.0,0.8967,0.0,0.0,0.0,0.0,0.0,52567.15
5,30,0.1667,35150.35,35150.35,45029.21,32961.62,12067.59,7,1.4,7030.07,73267.17,68887.8,520.4009,2187.12,0.5946,1.0919,0.0,0.0525,0.0098,0.2324,0.0,0.1107,0.0,0.0,0.0,0.5946,0.0,0.0,0.0,0.0,0.0,40725.83
8,30,0.2667,41180.87,41180.87,45029.21,35162.23,9866.98,11,1.375,5147.61,73267.17,68887.8,520.4009,2187.12,0.5076,1.3907,0.0775,0.0448,0.013,0.1984,0.0,0.1479,0.0,0.0,0.0,0.5076,0.0,0.0,0.0,0.0,0.0109,34695.31
12,30,0.4,52486.89,45881.01,45029.21,37037.37,7991.84,16,1.3333,4373.91,73267.17,68887.8,520.4009,2187.12,0.3982,1.6979,0.0608,0.0579,0.0102,0.1556,0.1449,0.1518,0.0,0.0,0.0,0.3982,0.0,0.0,0.0119,0.0,0.0085,23389.29
15,30,0.5,54667.59,48061.71,45029.21,37037.37,7991.84,19,1.2667,3644.51,73267.17,68887.8,520.4009,2187.12,0.3823,1.765,0.0797,0.0556,0.0098,0.1494,0.1391,0.1457,0.0,0.0,0.0,0.3823,0.0,0.0,0.0228,0.0,0.0155,21208.59
18,30,0.6,57314.41,50708.53,45029.21,38940.57,6088.64,23,1.2778,3184.13,73267.17,68887.8,520.4009,2187.12,0.3647,1.7854,0.076,0.0636,0.0118,0.1425,0.1327,0.1722,0.0,0.0,0.0,0.3647,0.0,0.0,0.0218,0.0,0.0147,18561.77
22,30,0.7333,67053.52,57872.21,45029.21,43095.45,1933.76,28,1.2727,3047.89,73267.17,68887.8,520.4009,2187.12,0.3117,1.8799,0.0949,0.0543,0.0634,0.1218,0.1134,0.2092,0.0,0.0,0.0,0.3117,0.0,0.0,0.0186,0.0,0.0126,8822.66
25,30,0.8333,68280.23,59098.92,45029.21,43095.45,1933.76,30,1.2,2731.21,73267.17,68887.8,520.4009,2187.12,0.3061,1.8947,0.0932,0.0688,0.0623,0.1196,0.1139,0.2054,0.0,0.0,0.0,0.3061,0.0,0.0,0.0183,0.0,0.0124,7595.95
28,30,0.9333,74855.51,65674.2,45029.21,45029.21,0,34,1.2143,2673.41,73267.17,68887.8,520.4009,2187.12,0.2792,1.951,0.085,0.0628,0.0568,0.1091,0.1303,0.2132,0.0,0.0,0.0,0.2792,0.0,0.0,0.0167,0.0,0.0469,1020.67
1,30,0.0333,23218.73,23218.73,45259.77,22928.16,22331.61,3,3.0,23218.73,74097.97,71855.53,848.3587,1527.65,0.9002,0.3623,0.0,0.0125,0.0,0.0,0.0,0.0873,0.0,0.0,0.0,0.9002,0.0,0.0,0.0,0.0,0.0,57822.58
3,30,0.1,24249.17,24249.17,45259.77,22928.16,22331.61,4,1.3333,8083.06,74097.97,71855.53,848.3587,1527.65,0.8619,0.494,0.0,0.0545,0.0,0.0,0.0,0.0836,0.0,0.0,0.0,0.8619,0.0,0.0,0.0,0.0,0.0,56792.14
5,30,0.1667,42306.73,38943.29,45259.77,33434.31,11825.46,8,1.6,8461.35,74097.97,71855.53,848.3587,1527.65,0.494,1.3104,0.0,0.0312,0.0,0.2012,0.1785,0.095,0.0,0.0,0.0,0.494,0.0,0.0,0.0,0.0,0.0,38734.58
8,30,0.2667,46868.41,43504.97,45259.77,35437.6,9822.17,12,1.5,5858.55,74097.97,71855.53,848.3587,1527.65,0.446,1.506,0.0,0.0506,0.0253,0.1816,0.1611,0.1285,0.0,0.0,0.0,0.446,0.0,0.0,0.0069,0.0,0.0,34172.9
12,30,0.4,50976.93,47613.49,45259.77,37389.2,7870.57,16,1.3333,4248.08,74097.97,71855.53,848.3587,1527.65,0.41,1.5912,0.0,0.0565,0.0542,0.167,0.1495,0.1564,0.0,0.0,0.0,0.41,0.0,0.0,0.0063,0.0,0.0,30064.38
15,30,0.5,55281.11,51917.67,45259.77,39174.6,6085.17,19,1.2667,3685.41,74097.97,71855.53,848.3587,1527.65,0.3781,1.7001,0.0,0.0521,0.0689,0.154,0.1379,0.1765,0.0,0.0,0.0,0.3781,0.0,0.0,0.0058,0.0,0.0267,25760.2
18,30,0.6,55281.11,51917.67,45259.77,39174.6,6085.17,19,1.0556,3071.17,74097.97,71855.53,848.3587,1527.65,0.3781,1.7001,0.0,0.0521,0.0689,0.154,0.1379,0.1765,0.0,0.0,0.0,0.3781,0.0,0.0,0.0058,0.0,0.0267,25760.2
22,30,0.7333,71741.18,60368.8,45259.77,43085.04,2174.73,25,1.1364,3260.96,74097.97,71855.53,848.3587,1527.65,0.2913,1.9097,0.0,0.0402,0.0746,0.1187,0.1249,0.1905,0.0,0.0,0.0,0.2913,0.0,0.0,0.0136,0.1256,0.0206,9300.13
25,30,0.8333,73647.33,62274.95,45259.77,43085.04,2174.73,27,1.08,2945.89,74097.97,71855.53,848.3587,1527.65,0.2838,1.9236,0.0,0.0391,0.0985,0.1156,0.1217,0.1856,0.0,0.0,0.0,0.2838,0.0,0.0,0.0133,0.1223,0.02,7393.98
28,30,0.9333,79806.97,68434.59,45259.77,45259.77,0,31,1.1071,2850.25,74097.97,71855.53,848.3587,1527.65,0.2619,1.9703,0.0102,0.0361,0.0909,0.1067,0.1456,0.1985,0.0,0.0,0.0,0.2619,0.0,0.0,0.0187,0.1129,0.0185,1234.34
1,30,0.0333,26376.61,26376.61,45477.79,23209.79,22268.0,3,3.0,26376.61,79016.03,74629.99,1023.8225,2567.39,0.7924,0.6521,0.0,0.0,0.0,0.0,0.0,0.0875,0.0,0.0,0.0,0.7924,0.0,0.0,0.0,0.0,0.1201,44166.84
3,30,0.1,27657.88,27657.88,45477.79,23209.79,22268.0,5,1.6667,9219.29,79016.03,74629.99,1023.8225,2567.39,0.7557,0.8094,0.0,0.0463,0.0,0.0,0.0,0.0835,0.0,0.0,0.0,0.7557,0.0,0.0,0.0,0.0,0.1145,42885.57
5,30,0.1667,40040.37,40040.37,45477.79,33532.39,11945.4,9,1.8,8008.07,79016.03,74629.99,1023.8225,2567.39,0.522,1.3844,0.0,0.032,0.0464,0.2097,0.005,0.1058,0.0,0.0,0.0,0.522,0.0,0.0,0.0,0.0,0.0791,30503.08
8,30,0.2667,43210.84,43210.84,45477.79,35689.73,9788.06,12,1.5,5401.35,79016.03,74629.99,1023.8225,2567.39,0.4837,1.4773,0.0,0.0297,0.043,0.1943,0.0046,0.148,0.0,0.0,0.0,0.4837,0.0,0.0,0.0111,0.0,0.0857,27332.61
12,30,0.4,49091.89,49091.89,45477.79,37499.32,7978.47,16,1.3333,4090.99,79016.03,74629.99,1023.8225,2567.39,0.4258,1.6375,0.0,0.0878,0.0379,0.171,0.0127,0.1671,0.0,0.0,0.0,0.4258,0.0,0.0,0.0224,0.0,0.0754,21451.56
15,30,0.5,54577.27,54577.27,45477.79,39761.6,5716.19,19,1.2667,3638.48,79016.03,74629.99,1023.8225,2567.39,0.383,1.7359,0.0,0.079,0.0341,0.1538,0.0202,0.1917,0.0,0.0,0.0,0.383,0.0,0.0,0.0704,0.0,0.0678,15966.18
18,30,0.6,56883.76,56883.76,45477.79,41708.81,3768.98,22,1.2222,3160.21,79016.03,74629.99,1023.8225,2567.39,0.3674,1.7378,0.0,0.0758,0.0342,0.1476,0.0194,0.2182,0.0,0.0,0.0,0.3674,0.0,0.0,0.0676,0.0,0.0698,13659.69
22,30,0.7333,59830.32,59830.32,45477.79,43433.05,2044.74,26,1.1818,2719.56,79016.03,74629.99,1023.8225,2567.39,0.3493,1.7637,0.0,0.072,0.0325,0.1403,0.0329,0.2363,0.0,0.0,0.0,0.3493,0.0,0.0,0.0697,0.0,0.0669,10713.13
25,30,0.8333,60391.02,60391.02,45477.79,43433.05,2044.74,27,1.08,2415.64,79016.03,74629.99,1023.8225,2567.39,0.3461,1.7712,0.0,0.0807,0.0322,0.139,0.0326,0.2341,0.0,0.0,0.0,0.3461,0.0,0.0,0.069,0.0,0.0663,10152.43
28,30,0.9333,70416.45,65323.28,45477.79,45477.79,0,31,1.1071,2514.87,79016.03,74629.99,1023.8225,2567.39,0.2968,1.868,0.0253,0.1557,0.0276,0.1192,0.0294,0.2298,0.0,0.0,0.0,0.2968,0.0,0.0,0.0592,0.0,0.0569,127.0
1,30,0.0333,21171.17,21171.17,45468.0,20901.38,24566.62,2,2.0,21171.17,75820.31,74629.99,794.69,2830.93,0.9873,0.0683,0.0,0.0,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.9873,0.0,0.0,0.0,0.0,0.0,57103.53
3,30,0.1,23822.19,23822.19,45468.0,23205.06,22262.94,4,1.3333,7940.73,75820.31,74629.99,794.69,2830.93,0.8774,0.4531,0.0,0.0,0.0113,0.0,0.0,0.0967,0.0,0.0,0.0,0.8774,0.0,0.0,0.0146,0.0,0.0,54452.51
5,30,0.1667,35993.33,35993.33,45468.0,33064.63,12403.37,8,1.6,7198.67,75820.31,74629.99,794.69,2830.93,0.5807,1.1952,0.0,0.0,0.0075,0.22,0.0477,0.1179,0.0,0.0,0.0,0.5807,0.0,0.0,0.0097,0.0,0.0165,42281.37
8,30,0.2667,38105.48,38105.48,45468.0,33064.63,12403.37,11,1.375,4763.18,75820.31,74629.99,794.69,2830.93,0.5485,1.3353,0.0,0.0,0.0162,0.2078,0.045,0.1114,0.0,0.0,0.0,0.5485,0.0,0.0,0.0526,0.0,0.0184,40169.22
12,30,0.4,45471.96,45471.96,45468.0,37347.38,8120.62,16,1.3333,3789.33,75820.31,74629.99,794.69,2830.93,0.4597,1.4815,0.0,0.0,0.0136,0.1742,0.1009,0.1875,0.0,0.0,0.0,0.4597,0.0,0.0,0.0441,0.0,0.0201,32802.74
15,30,0.5,49080.53,49080.53,45468.0,37347.38,8120.62,19,1.2667,3272.04,75820.31,74629.99,794.69,2830.93,0.4259,1.6278,0.0502,0.0,0.0149,0.1614,0.1145,0.1737,0.0,0.0,0.0,0.4259,0.0,0.0,0.0408,0.0,0.0186,29194.17
18,30,0.6,55948.85,55948.85,45468.0,41211.12,4256.87,24,1.3333,3108.27,75820.31,74629.99,794.69,2830.93,0.3736,1.6793,0.0831,0.0,0.0131,0.1416,0.114,0.2215,0.0,0.0,0.0,0.3736,0.0,0.0,0.0358,0.0,0.0174,22325.84
22,30,0.7333,64399.91,61383.7,45468.0,41211.12,4256.87,28,1.2727,2927.27,75820.31,74629.99,794.69,2830.93,0.3246,1.8224,0.09,0.001,0.1238,0.123,0.099,0.1924,0.0,0.0,0.0,0.3246,0.0,0.0,0.0311,0.0,0.0151,13874.78
25,30,0.8333,66879.07,63862.86,45468.0,43344.85,2123.15,31,1.24,2675.16,75820.31,74629.99,794.69,2830.93,0.3125,1.8218,0.0867,0.0009,0.1192,0.1184,0.0981,0.2172,0.0,0.0,0.0,0.3125,0.0,0.0,0.03,0.0,0.017,11395.63
28,30,0.9333,74398.75,71382.54,45468.0,45468.0,0,35,1.25,2657.1,75820.31,74629.99,794.69,2830.93,0.2809,1.9132,0.0779,0.0338,0.1405,0.1065,0.0882,0.2238,0.0,0.0,0.0,0.2809,0.0,0.0,0.0269,0.0,0.0215,3875.95
1,30,0.0333,22910.17,22910.17,44157.02,22654.19,21502.83,3,3.0,22910.17,76619.82,77075.44,807.3273,2904.81,0.9123,0.3306,0.0,0.0,0.0112,0.0,0.0,0.0765,0.0,0.0,0.0,0.9123,0.0,0.0,0.0,0.0,0.0,51892.33
3,30,0.1,25752.52,25752.52,44157.02,24366.67,19790.35,6,2.0,8584.17,76619.82,77075.44,807.3273,2904.81,0.8116,0.6486,0.0,0.0312,0.0099,0.0,0.0,0.1346,0.0,0.0,0.0,0.8116,0.0,0.0,0.0,0.0,0.0126,49049.98
5,30,0.1667,48264.84,34541.81,44157.02,31848.48,12308.54,9,1.8,9652.97,76619.82,77075.44,807.3273,2904.81,0.4331,1.351,0.0,0.023,0.0053,0.155,0.305,0.0718,0.0,0.0,0.0,0.4331,0.0,0.0,0.0,0.0,0.0067,26537.66
8,30,0.2667,49914.03,36191.0,44157.02,31848.48,12308.54,11,1.375,6239.25,76619.82,77075.44,807.3273,2904.81,0.4187,1.4488,0.0,0.0223,0.0243,0.1499,0.295,0.0694,0.0,0.0,0.0,0.4187,0.0,0.0,0.0,0.0,0.0204,24888.47
12,30,0.4,55907.7,42184.67,44157.02,35990.32,8166.7,15,1.25,4658.98,76619.82,77075.44,807.3273,2904.81,0.3739,1.5458,0.0,0.0386,0.0217,0.1338,0.2778,0.1361,0.0,0.0,0.0,0.3739,0.0,0.0,0.0,0.0,0.0182,18894.8
15,30,0.5,57061.57,43338.54,44157.02,35990.32,8166.7,17,1.1333,3804.1,76619.82,77075.44,807.3273,2904.81,0.3663,1.5759,0.0,0.058,0.0212,0.1311,0.2722,0.1333,0.0,0.0,0.0,0.3663,0.0,0.0,0.0,0.0,0.0179,17740.93
18,30,0.6,60015.37,46292.34,44157.02,38215.06,5941.96,20,1.1111,3334.19,76619.82,77075.44,807.3273,2904.81,0.3483,1.6092,0.0049,0.0552,0.0202,0.1247,0.2661,0.1638,0.0,0.0,0.0,0.3483,0.0,0.0,0.0,0.0,0.017,14787.13
22,30,0.7333,67199.61,53476.58,44157.02,40049.44,4107.58,25,1.1364,3054.53,76619.82,77075.44,807.3273,2904.81,0.311,1.7958,0.0093,0.0493,0.0184,0.1113,0.2376,0.1736,0.0,0.0,0.0,0.311,0.0,0.0,0.05,0.0,0.0395,7602.89
25,30,0.8333,70046.16,56323.13,44157.02,41979.64,2177.38,29,1.16,2801.85,76619.82,77075.44,807.3273,2904.81,0.2984,1.8241,0.022,0.0473,0.0176,0.1068,0.228,0.1941,0.0,0.0,0.0,0.2984,0.0,0.0,0.0479,0.0,0.0379,4756.34
28,30,0.9333,73895.66,60172.63,44157.02,44157.02,0,32,1.1429,2639.13,76619.82,77075.44,807.3273,2904.81,0.2828,1.821,0.0261,0.0448,0.0167,0.1012,0.2335,0.2135,0.0,0.0,0.0,0.2828,0.0,0.0,0.0454,0.0,0.0359,906.84
1,30,0.0333,13972.92,13972.92,25424.08,13320.97,12103.11,3,3.0,13972.92,35102.28,33583.06,256.1,1344.42,0.77,0.6552,0.0,0.0,0.0,0.0,0.0467,0.1833,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,21103.15
3,30,0.1,17396.34,14472.92,25424.08,13320.97,12103.11,4,1.3333,5798.78,35102.28,33583.06,256.1,1344.42,0.6185,1.0222,0.0,0.0,0.0,0.0,0.0375,0.1472,0.0,0.0,0.0,0.6185,0.0,0.0,0.0,0.1968,0.0,17679.73
5,30,0.1667,24632.24,21708.82,25424.08,20319.0,5105.08,7,1.4,4926.45,35102.28,33583.06,256.1,1344.42,0.4368,1.3713,0.0093,0.0,0.0,0.2841,0.0265,0.104,0.0,0.0,0.0,0.4368,0.0,0.0,0.0003,0.139,0.0,10443.83
8,30,0.2667,25309.21,22385.79,25424.08,20319.0,5105.08,9,1.125,3163.65,35102.28,33583.06,256.1,1344.42,0.4251,1.4723,0.0091,0.0194,0.0,0.2765,0.0258,0.1012,0.0,0.0,0.0,0.4251,0.0,0.0,0.0077,0.1353,0.0,9766.86
12,30,0.4,28358.12,25434.7,25424.08,22908.09,2515.99,12,1.0,2363.18,35102.28,33583.06,256.1,1344.42,0.3794,1.5614,0.0085,0.0173,0.0,0.2468,0.023,0.1816,0.0,0.0,0.0,0.3794,0.0,0.0,0.0226,0.1207,0.0,6717.95
15,30,0.5,28358.12,25434.7,25424.08,22908.09,2515.99,12,0.8,1890.54,35102.28,33583.06,256.1,1344.42,0.3794,1.5614,0.0085,0.0173,0.0,0.2468,0.023,0.1816,0.0,0.0,0.0,0.3794,0.0,0.0,0.0226,0.1207,0.0,6717.95
18,30,0.6,28602.31,25678.89,25424.08,22908.09,2515.99,13,0.7222,1589.02,35102.28,33583.06,256.1,1344.42,0.3762,1.579,0.0085,0.0172,0.0,0.2447,0.0228,0.1801,0.0,0.0,0.0,0.3762,0.0,0.0,0.031,0.1197,0.0,6473.76
22,30,0.7333,33391.7,30468.28,25424.08,25424.08,0,17,0.7727,1517.8,35102.28,33583.06,256.1,1344.42,0.3222,1.755,0.0073,0.0271,0.0472,0.2096,0.0195,0.2296,0.0,0.0,0.0,0.3222,0.0,0.0,0.0265,0.1025,0.0085,1684.37
25,30,0.8333,33841.17,30917.75,25424.08,25424.08,0,18,0.72,1353.65,35102.28,33583.06,256.1,1344.42,0.3179,1.7706,0.0072,0.0268,0.0598,0.2068,0.0193,0.2265,0.0,0.0,0.0,0.3179,0.0,0.0,0.0262,0.1012,0.0084,1234.9
28,30,0.9333,35076.07,32152.65,25424.08,25424.08,0,20,0.7143,1252.72,35102.28,33583.06,256.1,1344.42,0.3068,1.8266,0.0069,0.0258,0.0577,0.1995,0.0261,0.2186,0.0,0.0,0.0,0.3068,0.0,0.0,0.0529,0.0976,0.0081,0.0
1,30,0.0333,14536.48,14536.48,24133.64,12835.19,11298.46,3,3.0,14536.48,35393.03,33649.14,397.5205,1190.68,0.7402,0.7517,0.0,0.0,0.117,0.0,0.0,0.1428,0.0,0.0,0.0,0.7402,0.0,0.0,0.0,0.0,0.0,18463.45
3,30,0.1,14536.48,14536.48,24133.64,12835.19,11298.46,3,1.0,4845.49,35393.03,33649.14,397.5205,1190.68,0.7402,0.7517,0.0,0.0,0.117,0.0,0.0,0.1428,0.0,0.0,0.0,0.7402,0.0,0.0,0.0,0.0,0.0,18463.45
5,30,0.1667,21833.45,21833.45,24133.64,19634.61,4499.03,5,1.0,4366.69,35393.03,33649.14,397.5205,1190.68,0.4928,1.1669,0.0,0.0,0.1007,0.3114,0.0,0.0951,0.0,0.0,0.0,0.4928,0.0,0.0,0.0,0.0,0.0,11166.47
8,30,0.2667,22574.95,22574.95,24133.64,19634.61,4499.03,6,0.75,2821.87,35393.03,33649.14,397.5205,1190.68,0.4766,1.1995,0.0,0.0,0.1302,0.3012,0.0,0.0919,0.0,0.0,0.0,0.4766,0.0,0.0,0.0,0.0,0.0,10424.97
12,30,0.4,25639.24,25639.24,24133.64,22014.75,2118.89,9,0.75,2136.6,35393.03,33649.14,397.5205,1190.68,0.4197,1.3534,0.0,0.0193,0.1221,0.2652,0.0,0.1738,0.0,0.0,0.0,0.4197,0.0,0.0,0.0,0.0,0.0,7360.68
15,30,0.5,25891.86,25891.86,24133.64,22014.75,2118.89,10,0.6667,1726.12,35393.03,33649.14,397.5205,1190.68,0.4156,1.3951,0.0,0.0191,0.1209,0.2626,0.0,0.1721,0.0,0.0,0.0,0.4156,0.0,0.0,0.0,0.0,0.0098,7108.06
18,30,0.6,26289.8,26289.8,24133.64,22014.75,2118.89,11,0.6111,1460.54,35393.03,33649.14,397.5205,1190.68,0.4093,1.4051,0.0,0.0188,0.1342,0.2586,0.0,0.1695,0.0,0.0,0.0,0.4093,0.0,0.0,0.0,0.0,0.0096,6710.12
22,30,0.7333,28408.69,28408.69,24133.64,24133.64,0,12,0.5455,1291.3,35393.03,33649.14,397.5205,1190.68,0.3787,1.4202,0.0,0.0174,0.1242,0.2393,0.0,0.2314,0.0,0.0,0.0,0.3787,0.0,0.0,0.0,0.0,0.0089,4591.23
25,30,0.8333,32999.92,29469.13,24133.64,24133.64,0,15,0.6,1320.0,35393.03,33649.14,397.5205,1190.68,0.3261,1.679,0.0003,0.015,0.1069,0.206,0.0,0.1992,0.0,0.0,0.1221,0.3261,0.0,0.0,0.0167,0.0,0.0077,0.0
28,30,0.9333,32999.92,29469.13,24133.64,24133.64,0,15,0.5357,1178.57,35393.03,33649.14,397.5205,1190.68,0.3261,1.679,0.0003,0.015,0.1069,0.206,0.0,0.1992,0.0,0.0,0.1221,0.3261,0.0,0.0,0.0167,0.0,0.0077,0.0
1,30,0.0333,10759.68,10759.68,24394.2,10759.68,13634.52,1,1.0,10759.68,35361.52,33649.14,207.3999,1147.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24282.98
3,30,0.1,16063.86,14547.53,24394.2,13126.93,11267.27,4,1.3333,5354.62,35361.52,33649.14,207.3999,1147.18,0.6698,0.975,0.0,0.0,0.0573,0.0,0.0,0.1474,0.0,0.0,0.0,0.6698,0.0,0.0,0.1255,0.0,0.0,18978.8
5,30,0.1667,23238.44,21722.11,24394.2,19624.61,4769.59,6,1.2,4647.69,35361.52,33649.14,207.3999,1147.18,0.463,1.3232,0.0,0.0,0.0396,0.2796,0.0,0.1019,0.0,0.0,0.0,0.463,0.0,0.0,0.1159,0.0,0.0,11804.22
8,30,0.2667,23407.6,21891.27,24394.2,19624.61,4769.59,7,0.875,2925.95,35361.52,33649.14,207.3999,1147.18,0.4597,1.3363,0.0,0.0,0.0466,0.2776,0.0,0.1011,0.0,0.0,0.0,0.4597,0.0,0.0,0.1151,0.0,0.0,11635.06
12,30,0.4,26915.48,25399.15,24394.2,21864.32,2529.88,9,0.75,2242.96,35361.52,33649.14,207.3999,1147.18,0.3998,1.5159,0.0,0.0,0.0405,0.2414,0.0,0.1712,0.0,0.0,0.0,0.3998,0.0,0.0,0.1001,0.0,0.0471,8127.18
15,30,0.5,26973.97,25457.64,24394.2,21864.32,2529.88,10,0.6667,1798.26,35361.52,33649.14,207.3999,1147.18,0.3989,1.5195,0.0,0.0,0.0426,0.2409,0.0,0.1708,0.0,0.0,0.0,0.3989,0.0,0.0,0.0998,0.0,0.047,8068.69
18,30,0.6,27878.45,26362.12,24394.2,21864.32,2529.88,11,0.6111,1548.8,35361.52,33649.14,207.3999,1147.18,0.3859,1.6133,0.0,0.0324,0.0412,0.2331,0.0,0.1653,0.0,0.0,0.0,0.3859,0.0,0.0,0.0966,0.0,0.0455,7164.21
22,30,0.7333,34746.35,30017.78,24394.2,24394.2,0,15,0.6818,1579.38,35361.52,33649.14,207.3999,1147.18,0.3097,1.7532,0.0,0.026,0.1399,0.187,0.0121,0.2054,0.0,0.0,0.0,0.3097,0.0,0.0,0.0834,0.0,0.0365,296.31
25,30,0.8333,35042.66,30314.09,24394.2,24394.2,0,16,0.64,1401.71,35361.52,33649.14,207.3999,1147.18,0.307,1.7548,0.0,0.0258,0.1472,0.1854,0.012,0.2037,0.0,0.0,0.0,0.307,0.0,0.0,0.0827,0.0,0.0362,0.0
28,30,0.9333,35042.66,30314.09,24394.2,24394.2,0,16,0.5714,1251.52,35361.52,33649.14,207.3999,1147.18,0.307,1.7548,0.0,0.0258,0.1472,0.1854,0.012,0.2037,0.0,0.0,0.0,0.307,0.0,0.0,0.0827,0.0,0.0362,0.0
1,30,0.0333,12155.48,12155.48,25024.4,10759.68,14264.71,2,2.0,12155.48,34372.89,34623.24,252.6894,1093.45,0.8852,0.3565,0.1148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8852,0.0,0.0,0.0,0.0,0.0,21599.93
3,30,0.1,14810.81,14810.81,25024.4,13258.66,11765.74,4,1.3333,4936.94,34372.89,34623.24,252.6894,1093.45,0.7265,0.7688,0.1048,0.0,0.0,0.0,0.0,0.1687,0.0,0.0,0.0,0.7265,0.0,0.0,0.0,0.0,0.0,18944.61
5,30,0.1667,21484.1,21484.1,25024.4,19931.95,5092.45,5,1.0,4296.82,34372.89,34623.24,252.6894,1093.45,0.5008,1.1496,0.0722,0.0,0.0,0.3106,0.0,0.1163,0.0,0.0,0.0,0.5008,0.0,0.0,0.0,0.0,0.0,12271.32
8,30,0.2667,21591.9,21591.9,25024.4,19931.95,5092.45,6,0.75,2698.99,34372.89,34623.24,252.6894,1093.45,0.4983,1.1753,0.0719,0.005,0.0,0.3091,0.0,0.1157,0.0,0.0,0.0,0.4983,0.0,0.0,0.0,0.0,0.0,12163.52
12,30,0.4,28297.67,24733.85,25024.4,22361.24,2663.16,9,0.75,2358.14,34372.89,34623.24,252.6894,1093.45,0.3802,1.4857,0.0624,0.0038,0.1436,0.2358,0.0,0.1742,0.0,0.0,0.0,0.3802,0.0,0.0,0.0,0.0,0.0,5457.75
15,30,0.5,29049.65,25485.83,25024.4,22361.24,2663.16,10,0.6667,1936.64,34372.89,34623.24,252.6894,1093.45,0.3704,1.5562,0.0608,0.0296,0.1399,0.2297,0.0,0.1696,0.0,0.0,0.0,0.3704,0.0,0.0,0.0,0.0,0.0,4705.77
18,30,0.6,31053.6,27489.78,25024.4,22361.24,2663.16,13,0.7222,1725.2,34372.89,34623.24,252.6894,1093.45,0.3465,1.6787,0.0917,0.0294,0.1309,0.2149,0.0,0.1587,0.0,0.0,0.0,0.3465,0.0,0.0,0.0,0.0,0.028,2701.82
22,30,0.7333,33755.42,30191.6,25024.4,25024.4,0,16,0.7273,1534.34,34372.89,34623.24,252.6894,1093.45,0.3188,1.6788,0.0843,0.0272,0.1204,0.1977,0.0,0.2249,0.0,0.0,0.0,0.3188,0.0,0.0,0.0,0.0,0.0267,0.0
25,30,0.8333,33755.42,30191.6,25024.4,25024.4,0,16,0.64,1350.22,34372.89,34623.24,252.6894,1093.45,0.3188,1.6788,0.0843,0.0272,0.1204,0.1977,0.0,0.2249,0.0,0.0,0.0,0.3188,0.0,0.0,0.0,0.0,0.0267,0.0
